"country","party_id","party","party_short","comment","party_name","polity_notes","country_short"
"Philippines","#6080128","Partido Bagong Maharlika (PBM)","PBM",,"Partido Bagong Maharlika",,"PHL"
"Philippines","#6080129","Philippine Democratic Party (PDP)","PDP",,"Philippine Democratic Party","Philippine Democratic Party (PDP) merged with Power of the Nation (LABAN) in in 1986 to the Philippine Democratic Party (PDP-LABAN).","PHL"
"Philippines","#6080130","Isang Lapian ng Mangingisda at Bayan Tungo sa Kaunlaran (1-LAMBAT)","1-LAMBAT",,"Isang Lapian ng Mangingisda at Bayan Tungo sa Kaunlaran",,"PHL"
"Philippines","#6080132","1-United Transport Koalisyon (1-UTAK)","1-UTAK",,"1-United Transport Koalisyon",,"PHL"
"Philippines","#6080133","Advocacy for Teacher Empowerment Through Action, Cooperation and Harmony Towards Educational Reforms, Inc (A TEACHER)","A TEACHER",,"Advocacy for Teacher Empowerment Through Action, Cooperation and Harmony Towards Educational Reforms, Inc",,"PHL"
"Philippines","#6080134","Abante Mindanao, Inc. (Abamin)","Abamin",,"Abante Mindanao, Inc.",,"PHL"
"Philippines","#6080135","Alliance Barangay Concern (ABC)","ABC",,"Alliance Barangay Concern",,"PHL"
"Philippines","#6080136","Adhikain at Kilusan ng Ordinaryong Tao Para sa Lupa, Pabahay, Hanapbuhay at Kaunlaran (Ako Bahay)","Ako Bahay",,"Adhikain at Kilusan ng Ordinaryong Tao Para sa Lupa, Pabahay, Hanapbuhay at Kaunlaran",,"PHL"
"Philippines","#6080137","Amana-Action of the United People (AMANA)","AMANA",,"Amana-Action of the United People",,"PHL"
"Philippines","#6080138","Advocacy For Teacher Empowerment Through Action, Cooperation And Harmony Towards Educational Reforms, Inc (A-Teacher)","A-Teacher",,"Advocacy For Teacher Empowerment Through Action, Cooperation And Harmony Towards Educational Reforms, Inc",,"PHL"
"Philippines","#6080139","Assalam Party (ASSALAM)","ASSALAM",,"Assalam Party",,"PHL"
"Philippines","#6080140","Adhikaing Tinataguyod ng Kooperatiba (Ating Koop)","Ating Koop",,"Adhikaing Tinataguyod ng Kooperatiba",,"PHL"
"Philippines","#6080141","New Generation (BH)","BH",,"New Generation","New Generation (BH) is listed as ""Bagong Henerasyon"" in the CSES MODULE 3 Codebook, which is the party's Filipine name.","PHL"
"Philippines","#6080142","Bigkis Pinoy Movement (Bigkis)","Bigkis",,"Bigkis Pinoy Movement",,"PHL"
"Philippines","#6080143","Rise Up Philippines (BP)","BP",,"Rise Up Philippines",,"PHL"
"Philippines","#6080144","Let Life Prosper (Buhay)","Buhay",,"Let Life Prosper",,"PHL"
"Philippines","#6080145","Let Life Prosper (Buhay)","Buhay",,"Let Life Prosper",,"PHL"
"Philippines","#6080146","Advocacy for Social Empowerment and Nation Building through Easing Poverty, Inc (Kalinga)","Kalinga",,"Advocacy for Social Empowerment and Nation Building through Easing Poverty, Inc",,"PHL"
"Philippines","#6080147","Partner of the Free Philippines (KAMPI)","KAMPI",,"Partner of the Free Philippines",,"PHL"
"Philippines","#6080148","Indigenous People's Sectoral Party (KATRIBU)","KATRIBU",,"Indigenous People's Sectoral Party",,"PHL"
"Philippines","#6080149","Lakas - CM - LP - NPC - KAMPI - further regional parties (K4)","K4",,"Lakas - CM - LP - NPC - KAMPI - further regional parties",,"PHL"
"Philippines","#6080150","Kabalikat ng Bayan sa Kaunlaran (Kabaka)","Kabaka",,"Kabalikat ng Bayan sa Kaunlaran",,"PHL"
"Philippines","#6080151","Kabataan Party List (KABATAAN)","KABATAAN",,"Kabataan Party List",,"PHL"
"Philippines","#6080152","Abe",,,"Abe",,"PHL"
"Philippines","#6080153","Acosta Movement",,,"Acosta Movement",,"PHL"
"Philippines","#6080154","Administration Party",,,"Administration Party",,"PHL"
"Philippines","#6080155","Akbayan Citizens' Action Party",,,"Akbayan Citizens' Action Party",,"PHL"
"Philippines","#6080156","Alayon - Pablo Garcia Party",,,"Alayon - Pablo Garcia Party",,"PHL"
"Philippines","#6080157","Allan Cayetano's party",,,"Allan Cayetano's party","Allan Cayetano's party was affiliated with the Lakas party from 1992 to 2005.","PHL"
"Philippines","#6080158","Alliance of Philippine Parties",,,"Alliance of Philippine Parties",,"PHL"
"Philippines","#6080159","Alvin Almirante Group",,,"Alvin Almirante Group",,"PHL"
"Philippines","#6080160","Amang",,,"Amang",,"PHL"
"Philippines","#6080161","ANAD",,,"ANAD",,"PHL"
"Philippines","#6080162","Apec - Association Of Power Electric Cooperatives",,,"Apec - Association Of Power Electric Cooperatives",,"PHL"
"Philippines","#6080163","At Pichay Line",,,"At Pichay Line",,"PHL"
"Philippines","#6080164","Balahi",,,"Balahi",,"PHL"
"Philippines","#6080165","Bumangon",,,"Bumangon",,"PHL"
"Philippines","#6080166","BUNYE",,,"BUNYE",,"PHL"
"Philippines","#6080167","Candidates with no information about party affiliation",,,"Candidates with no information about party affiliation",,"PHL"
"Philippines","#6080168","Christian-Muslim Democrat",,,"Christian-Muslim Democrat",,"PHL"
"Philippines","#6080169","Firm 24k",,,"Firm 24k",,"PHL"
"Philippines","#6080170","Grupo Pongreso",,,"Grupo Pongreso",,"PHL"
"Philippines","#6080172","Jamby A.S. Madrigal (Independent)","Independent",,"Jamby A.S. Madrigal",,"PHL"
"Philippines","#6080173","Jesus N.P. Perlas (Independent)","Independent",,"Jesus N.P. Perlas",,"PHL"
"Philippines","#6080174","Kay Digs Dilangalen",,,"Kay Digs Dilangalen",,"PHL"
"Philippines","#6080175","Lamp",,,"Lamp",,"PHL"
"Philippines","#6080176","Nation First",,,"Nation First",,"PHL"
"Philippines","#6080177","Pang-Masa",,,"Pang-Masa",,"PHL"
"Philippines","#6080178","Legarda's Party",,,"Legarda's Party",,"PHL"
"Philippines","#6080180","Marco's Party",,,"Marco's Party",,"PHL"
"Philippines","#6080181","Mayor of Meycauayan",,,"Mayor of Meycauayan",,"PHL"
"Philippines","#6080182","Migrante Int'l",,,"Migrante Int'l",,"PHL"
"Philippines","#6080183","NATU",,,"NATU",,"PHL"
"Philippines","#6080184","Partido ng Masa Sa Jiabong",,,"Partido ng Masa Sa Jiabong",,"PHL"
"Philippines","#6080185","Party of Bulacan's mayor",,,"Party of Bulacan's mayor",,"PHL"
"Philippines","#6080186","Party of Juan Ponce Enrile",,,"Party of Juan Ponce Enrile",,"PHL"
"Philippines","#6080187","Party of Raul Gonzales",,,"Party of Raul Gonzales",,"PHL"
"Philippines","#6080188","Party of Recom Liping Caloocan",,,"Party of Recom Liping Caloocan",,"PHL"
"Philippines","#6080189","Ramo's Party",,,"Ramo's Party",,"PHL"
"Philippines","#6080190","UGYON",,,"UGYON","UGYON is a local party affiliated to the Liberal Party (LP).","PHL"
"Philippines","#6080191","Yung Kay Angara",,,"Yung Kay Angara",,"PHL"
"Philippines","#6080192","Yung Kay Erap At Kay Fpj (Pareho Lang Yun)","Pareho Lang Yun",,"Yung Kay Erap At Kay Fpj",,"PHL"
"Philippines","#6080193","Zubiri's party",,,"Zubiri's party",,"PHL"
"Philippines","#6080194","PMDI-PPCV",,,"PMDI-PPCV",,"PHL"
"Philippines","#6080195","Kilusan para sa Pambansang Pagpapanibago (KPP)","KPP",,"Kilusan para sa Pambansang Pagpapanibago",,"PHL"
"Philippines","#6080200","Abansi Pinay",,,"Abansi Pinay",,"PHL"
"Philippines","#6080201","Alu",,,"Alu",,"PHL"
"Philippines","#6080202","ANAD",,,"ANAD",,"PHL"
"Philippines","#6080203","Bayan",,,"Bayan",,"PHL"
"Philippines","#6080204","Alab Katipunan",,,"Alab Katipunan",,"PHL"
"Philippines","#6080205","Caring Love (LL)","LL",,"Caring Love",,"PHL"
"Philippines","#6080900","Voted but did not vote for a lower house candidate",,,"Voted but did not vote for a lower house candidate",,"PHL"
"Philippines","#6080901","Voted but did not vote for a presidential candidate",,,"Voted but did not vote for a presidential candidate",,"PHL"
"Philippines","#6089995","Others",,,"Others",,"PHL"
"Poland","#6160001","Civic Platform (PO)","PO",,"Civic Platform",,"POL"
"Poland","#6160002","Law and Justice (PiS)","PiS",,"Law and Justice",,"POL"
"Poland","#6160003","Polish Peasants' (or People's) Party (PSL)",,"or People's) Party (PSL","Polish Peasants' (or People's) Party",,"POL"
"Poland","#6160004","Solidarity Electoral Action (AWSP)","AWSP",,"Solidarity Electoral Action","Solidarity Electoral Action (AWSP) is also known as Coalition Electoral Action Solidarity of the Right (AWSP). It was known as AWS until 2001.","POL"
"Poland","#6160006","Polish Labor Party (PPP)","PPP",,"Polish Labor Party",,"POL"
"Poland","#6160007","Labor Union (UP)","UP",,"Labor Union",,"POL"
"Poland","#6160008","Freedom Union (UW)","UW",,"Freedom Union",,"POL"
"Poland","#6160009","Democratic Left Alliance (SLD)","SLD",,"Democratic Left Alliance","Democratic Left Alliance (SLD) was not officially a party until 1999. In elections prior to 1999, the SLD ran as an alliance, consisting of Social Democracy of the Republic of Poland (SdRP), SDT and a number of small left parties.","POL"
"Poland","#6160010","Movement for Reconstruction of Poland (ROP)","ROP",,"Movement for Reconstruction of Poland",,"POL"
"Poland","#6160014","League of Polish Families (LPR)","LPR",,"League of Polish Families",,"POL"
"Poland","#6160015","German Minority (MN)","MN",,"German Minority",,"POL"
"Poland","#6160016","Poland Comes First (PJN)","PJN",,"Poland Comes First",,"POL"
"Poland","#6160017","Palikots Movement",,,"Palikots Movement",,"POL"
"Poland","#6160018","Congress of the New Right (KNP)","KNP",,"Congress of the New Right",,"POL"
"Poland","#6160019","Patriotic Self-Defense  Samoobrona (P)","P",,"Patriotic Self-Defense  Samoobrona",,"POL"
"Poland","#6160020","Left and Democrats (LiD)","LiD",,"Left and Democrats",,"POL"
"Poland","#6160024","Self-Defense of the Republic Poland (SRP)","SRP",,"Self-Defense of the Republic Poland",,"POL"
"Poland","#6160025","Kukiz'15 (K'15)","K'15",,"Kukiz'15",,"POL"
"Poland","#6160026","Our Home Poland (NDP)","NDP",,"Our Home Poland",,"POL"
"Poland","#6160027","Real Politics Union (UPR)","UPR",,"Real Politics Union",,"POL"
"Poland","#6160028","Confederation of Independent Poland (KPN)","KPN",,"Confederation of Independent Poland",,"POL"
"Poland","#6160029","National Party of Pensioners and Retired (KPEiR)","KPEiR",,"National Party of Pensioners and Retired",,"POL"
"Poland","#6160030","National Agreement of Pensioners and Retired of the Republic Poland (KPEiR-RP)","KPEiR-RP",,"National Agreement of Pensioners and Retired of the Republic Poland",,"POL"
"Poland","#6160034","Alternative Social Movement (ARS)","ARS",,"Alternative Social Movement","Alternative Social Movement (ARS) was founded in March 2001 as a merger between KNP-Fatherland, politicians from the Christian National Union (ZChN) and politicians from WZZ ""August 80"".","POL"
"Poland","#6160035","Center Party (Centrum)","Centrum",,"Center Party",,"POL"
"Poland","#6160036","Christian Democratic Party of the Third Republic (ChD)","ChD",,"Christian Democratic Party of the Third Republic",,"POL"
"Poland","#6160037","Christian Democracy (CP)","CP",,"Christian Democracy",,"POL"
"Poland","#6160038","Ancestral Home (DO)","DO",,"Ancestral Home",,"POL"
"Poland","#6160039","Democratic Party (DP)","DP",,"Democratic Party",,"POL"
"Poland","#6160040","Citizen's Forum  - Christian Democracy (FO - CP)","FO - CP",,"Citizen's Forum  - Christian Democracy",,"POL"
"Poland","#6160041","Feminist Initiative (IF)","IF",,"Feminist Initiative",,"POL"
"Poland","#6160042","Partia Inicjatywa (IRP)","IRP",,"Partia Inicjatywa",,"POL"
"Poland","#6160043","""Porozumienie Prawicy Polskiej"" (KPN)","KPN",,"""Porozumienie Prawicy Polskiej""",,"POL"
"Poland","#6160044","National Christian Democratic - Bloc for Poland (NCD - BdP)","NCD - BdP",,"National Christian Democratic - Bloc for Poland",,"POL"
"Poland","#6160045","New Left (NL)","NL",,"New Left",,"POL"
"Poland","#6160046","National Rebirth of Poland (NOP)","NOP",,"National Rebirth of Poland",,"POL"
"Poland","#6160047","Peasant Party ""Ojcowizna"" RP (Ojcowizna RP)","Ojcowizna RP",,"Peasant Party ""Ojcowizna"" RP",,"POL"
"Poland","#6160048","Ogólnopolska Koalicja Obywatelska (OKO)","OKO",,"Ogólnopolska Koalicja Obywatelska",,"POL"
"Poland","#6160049","Citiezens' Committee for the Defense of Opolszczyzna, Poland (OKOOP)","OKOOP",,"Citiezens' Committee for the Defense of Opolszczyzna, Poland",,"POL"
"Poland","#6160050","Polish Party Of Christian Democrats (PChD)","PChD",,"Polish Party Of Christian Democrats",,"POL"
"Poland","#6160051","Democratic Party (PD)","PD",,"Democratic Party",,"POL"
"Poland","#6160052","Polish National Party (PPN)","PPN",,"Polish National Party",,"POL"
"Poland","#6160053","Polish Socialist Party (PPS)","PPS",,"Polish Socialist Party",,"POL"
"Poland","#6160054","Right Wing of the Republic (PR)","PR",,"Right Wing of the Republic",,"POL"
"Poland","#6160055","Polish Peasant Party - Law and Justice (PSL - PiS)","PSL - PiS",,"Polish Peasant Party - Law and Justice",,"POL"
"Poland","#6160056","Polish People's Alliance -'Poland Labor Justice' (PSL - PL)","PSL - PL",,"Polish People's Alliance -'Poland Labor Justice'",,"POL"
"Poland","#6160057","Polish National Party (PSN)","PSN",,"Polish National Party",,"POL"
"Poland","#6160058","Polish United Workers' Party (PUWP)","PUWP",,"Polish United Workers' Party",,"POL"
"Poland","#6160059","Polish National Community (PWN)","PWN",,"Polish National Community",,"POL"
"Poland","#6160060","Polish National Commonwealth - Polish National Party (PWN-PSN)","PWN-PSN",,"Polish National Commonwealth - Polish National Party",,"POL"
"Poland","#6160061","Polish Western Union (PZZ)","PZZ",,"Polish Western Union",,"POL"
"Poland","#6160062","National Catholic Movement (RK-N)","RK-N",,"National Catholic Movement",,"POL"
"Poland","#6160063","Ruch Ludzi Pracy (RLP)","RLP",,"Ruch Ludzi Pracy",,"POL"
"Poland","#6160064","Family-Homeland (R-O)","R-O",,"Family-Homeland",,"POL"
"Poland","#6160065","Patriotic Movement of the Republic of Poland (RP)","RP",,"Patriotic Movement of the Republic of Poland","Patriotic Movement of the Republic of Poland (RP) was founded in 2005 as merger party of the Movement for Reconstruction of Poland (ROP), Alliance for Poland (PdP), and the Catholic-National Movement (RK-N). The CSES MODULE 3 Codebook lists RP as ""Ruch Patriotyczny"".","POL"
"Poland","#6160066","Social Movement-Solidarity Electoral Action (RS AWS)","RS AWS",,"Social Movement-Solidarity Electoral Action",,"POL"
"Poland","#6160067","Democratic Party (SD)","SD",,"Democratic Party",,"POL"
"Poland","#6160068","Social Democracy of Poland (SDPL)","SDPL",,"Social Democracy of Poland",,"POL"
"Poland","#6160069","Social Democracy of the Republic of Poland (SdRP)","SdRP",,"Social Democracy of the Republic of Poland",,"POL"
"Poland","#6160070","Coalition Of The Alliance Of The Democratic Left - The Union of Labor (SLD-UP)","SLD-UP",,"Coalition Of The Alliance Of The Democratic Left - The Union of Labor",,"POL"
"Poland","#6160071","Union of the Republic's Rightists (UPR)","UPR",,"Union of the Republic's Rightists",,"POL"
"Poland","#6160072","Christian National Union (ZChN)","ZChN",,"Christian National Union",,"POL"
"Poland","#6160073","Polish Teachers' Union (ZNP)","ZNP",,"Polish Teachers' Union",,"POL"
"Poland","#6160074","""Jednomandatowe Okregi Wyborcze""",,,"""Jednomandatowe Okregi Wyborcze""",,"POL"
"Poland","#6160075","""Klub Sluzby Niepodleglsoci- Okregu Wyborczego Nr 10""",,,"""Klub Sluzby Niepodleglsoci- Okregu Wyborczego Nr 10""",,"POL"
"Poland","#6160076","""Slask W Europie""",,,"""Slask W Europie""",,"POL"
"Poland","#6160077","„Niezalezna i bezpartyjna”",,,"„Niezalezna i bezpartyjna”",,"POL"
"Poland","#6160078","Alliance of the Polish Right",,,"Alliance of the Polish Right",,"POL"
"Poland","#6160079","Bogdana Jorusewicza",,,"Bogdana Jorusewicza",,"POL"
"Poland","#6160080","Cimoszewicz do Senatu",,,"Cimoszewicz do Senatu",,"POL"
"Poland","#6160081","Coalition Electoral Solidarity",,,"Coalition Electoral Solidarity",,"POL"
"Poland","#6160082","Committee of voters",,,"Committee of voters",,"POL"
"Poland","#6160083","Conservative Peasent Party",,,"Conservative Peasent Party",,"POL"
"Poland","#6160084","German Minority - Prawoslawni Slavic Ethnic Association - ""Orthodox Believers""",,,"German Minority - Prawoslawni Slavic Ethnic Association - ""Orthodox Believers""",,"POL"
"Poland","#6160085","German Minority Association In Olsztyn",,,"German Minority Association In Olsztyn",,"POL"
"Poland","#6160086","German Minority Association In Opole Silesia",,,"German Minority Association In Opole Silesia",,"POL"
"Poland","#6160087","German Minority Of Upper Silesia",,,"German Minority Of Upper Silesia",,"POL"
"Poland","#6160088","Henryk Tadeusz Stoklosa",,,"Henryk Tadeusz Stoklosa",,"POL"
"Poland","#6160089","Inne Zrzeszone W SLD",,,"Inne Zrzeszone W SLD",,"POL"
"Poland","#6160090","Kazimierza Juliana Kutza",,,"Kazimierza Juliana Kutza",,"POL"
"Poland","#6160091","Labor Solidarity",,,"Labor Solidarity",,"POL"
"Poland","#6160092","Lech Kaczynski sympathizer",,,"Lech Kaczynski sympathizer",,"POL"
"Poland","#6160093","Leszka Ireneusza Paradowskiego",,,"Leszka Ireneusza Paradowskiego",,"POL"
"Poland","#6160094","Ludowy Kww Jozefa Sztorca",,,"Ludowy Kww Jozefa Sztorca",,"POL"
"Poland","#6160095","Macieja Plazynskiego",,,"Macieja Plazynskiego",,"POL"
"Poland","#6160096","Niemiecka Mniejszosc Grn. Slaska",,,"Niemiecka Mniejszosc Grn. Slaska",,"POL"
"Poland","#6160097","Niezalezny Pozapartyjny Komitet Wyborczy Wyborcow",,,"Niezalezny Pozapartyjny Komitet Wyborczy Wyborcow",,"POL"
"Poland","#6160098","O Lepsza Polske",,,"O Lepsza Polske",,"POL"
"Poland","#6160099","Odnowa Rzeczypospolitej Polskiej",,,"Odnowa Rzeczypospolitej Polskiej",,"POL"
"Poland","#6160100","Orlowska",,,"Orlowska",,"POL"
"Poland","#6160101","Platforma Janusza Korwin-Mikke",,,"Platforma Janusza Korwin-Mikke","Platforma Janusza Korwin-Mikke was renamed into ""Liberty and Lawfulness"" (WiP) after the 2005 elections. It was dissolved in 2011. Together with members from the Union of the Republic's Rightists (UPR), former WiP members joined the Congress of the New Right (KNP).","POL"
"Poland","#6160102","Polish ""Robotniczo"" Party- Chlopska",,,"Polish ""Robotniczo"" Party- Chlopska",,"POL"
