country,name_english,year_first,year_last,share,year_share,paris_id,name_short
HTI,Rally of Progressive National Democrats,1990,1990,7.4,1990,5601,RDNP
HTI,Lavalas Political Organization / Struggling People's Organization,2006,2015,10.1,2006,5602,OPL
CRI,Constitutional Party,1889,1949,81,1889,5603,PC
CAF,Alliance for Democracy and Progress,1993,1993,7.9,1993,5606,ADP
CAF,Patriotic Front for Progress,1998,1998,6.5,1998,5607,FPP
CAF,Liberal Democratic Party,1993,1993,9.2,1993,5609,PLD
COL,Radical Change,2006,2014,10.1,2006,561,CR
CZE,Farmers' League,1925,1929,8,1925,5610,BdL
CZE,Czechoslovak Traders' Party,1935,1935,5.4,1935,5611,CZOS
KGZ,Party of Communists of Kyrgyzstan,1990,2007,100,1990,5612,PKK
IRQ,Iraqi National Accord,2010,2010,,2010,5614,INA
IRQ,Islamic Dawa Party,2010,2014,28.7,2014,5615,IDP
IRQ,Patriotic Union of Kurdistan,2014,2014,6.4,2014,5616,PUK
IRQ,Kurdistan Democratic Party,2014,2014,7.6,2014,5617,KDP
IRQ,Islamic Supreme Council of Iraq,2014,2014,,2014,5619,ISCI
IRL,Labour Party,1921,2011,21.3,1922,562,Lab
HKG,Democratic Alliance for the Betterment and Progress of Hong Kong,1995,2012,28.3,2000,5620,DAB
HKG,Hong Kong Federation of Trade Unions;,2008,2012,7,2012,5621,HKFTU
DZA,Workers' Party,2007,2007,5.1,2007,5622,PT
TLS,National Congress for Timorese Reconstruction,2007,2012,46.2,2012,5624,CNRT
TLS,Revolutionary Front for an Independent East Timor,2001,2012,57.4,2001,5625,FRTLI
TLS,Democratic Party,2001,2012,12.7,2007,5626,PD
CYP,Democratic Rally,1976,2011,35.8,1991,563,DISY
SEN,Citizen Movement for National Reform,2012,2012,5.8,2012,5638,MCRN
NER,Union for Democracy and the Republic,2011,2011,5.4,2011,5645,UDR
NER,Union of Popular Forces for Democracy and Progress,1957,1958,64.5,1957,5647,Sawaba
UZB,Progress Party of the Fatherland,1995,1999,14.4,1999,5648,PPF
PHL,People’s Power,1978,1987,17.5,1987,5651,LnB
PHL,Pusyon Bisaya,1978,1978,4.6,1978,5656,PB
AUS,United Australia Party,1931,1943,36.4,1931,566,UAP
TLS,Social Democratic Party,2001,2007,17.5,2007,5671,PSD
BOL,Revolutionary Nationalist Movement,1944,2005,97.9,1964,568,MNR
MDV,Republican Party,2014,2014,13.6,2014,5680,JP
MDV,Progressive Party of Maldives,2014,2014,27.7,2014,5682,PPM
MDV,People's Alliance,2009,2009,5,2009,5684,PA
MDV,Maldives Development Alliance,2014,2014,4,2014,5685,MDA
NLD,Conservatives,1884,1884,7,1884,5686,C
MDG,Popular Impulse for National Unity,1977,1989,12.4,1983,5692,Vonjy
MRT,People's Progressive Alliance,2006,2006,5.3,2006,5693,APP
SMR,United Left,2006,2012,9.1,2012,5694,SU
SRB,Yugoslav Muslim Organization,1920,1923,6.9,1920,5696,JMO
TJK,Islamic Renaissance Party of Tajikistan,2000,2005,9.1,2005,5697,IRPT
TTO,Democratic Action Congress,1976,1976,8.1,1976,5698,DAC
NIC,Popular Social Christian Party,1984,1984,5.7,1984,5699,PPSC
POL,Democratic Left Alliance,1991,2015,41,2001,57,SLD
MUS,Muslim Committee of Action,1959,1982,12.5,1959,5702,MCA
PAN,Papa Egoro Movement,1994,1994,8.1,1994,5703,MPE
MAR,Democratic and Social Movement,1997,1997,9.5,1997,5705,MDS
MAR,National Democratic Party,1984,2007,8.9,1984,5706,PND
LVA,Democratic Centre,1922,1931,7.3,1922,5707,DC
LVA,New Farmers-Small Landowners Party,1931,1931,5.8,1931,5708,LJSP
LVA,Latgalian Christian Peasant and Catholic Party,1922,1931,8.1,1931,5709,LKZKP
PRY,National Encounter Party,1993,1998,17.7,1993,571,PEN
COM,Orange Party,2015,2015,6,2015,5710,PO
COM,Juwa Party,2015,2015,18,2015,5712,PJ
COM,Democratic Rally of the Comoros,1972,2015,10.4,2015,5713,RDC
PNG,Melanesian Alliance Party,1987,1987,5.6,1987,5714,MAP
PNG,People's Action Party,1987,2007,6.4,2007,5715,PAP
PNG,People's National Congress,2012,2012,24.3,2012,5716,PNP
PAN,Popular Union Party,1952,1952,7.5,1952,5717,PUP
PAN,Authentic Liberal Party,1989,1989,20,1989,5718,PLA
VNR,National Revolutionary Movement,1956,1963,63.4,1959,5719,NRM
VNR,independent (Independents),1966,1971,100,1971,5722,indep
LKA,Tamil National Alliance,2004,2004,6.8,2004,5729,TNA
DEU,Free Democratic Party,1949,2009,14.6,2009,573,FDP
ZAF,New National Party,1999,1999,6.9,1999,5731,NNP
ZAF,Afrikaner Party,1948,1948,3.9,1948,5732,AP
ZAF,Dominion Party,1938,1938,6.3,1938,5733,DP
ZAF,New Republic Party,1977,1981,11.6,1977,5734,NRP
SLB,Solomon Islands Party for Rural Advancement,2006,2006,8,2006,5735,SIPRA
SLB,Solomon Islands Labour Party,1989,1997,8,1997,5736,SILP
SLB,National Democratic Party / Solomon Islands Liberal Party,1976,2001,24,2001,5737,NDP/SILP
JPN,[Constitutional] Liberal Party,1890,1894,43.3,1890,5739,J
JPN,Constitutional Reform Party,1890,1894,16.3,1894,5740,RK
JPN,Taiseikai,1890,1890,26.3,1890,5741,Ta
JPN,Dokuritsu Club,1892,1892,10.3,1892,5742,DC
ESP,Federal Democratic Republican Party,1907,1918,1.5,1907,5748,PRDF
PER,Union for Peru,1995,2006,21.1,2006,575,UPP
HUN,Hungarian Working People's Party,1949,1953,70.9,1949,5753,MDP
HUN,Hungarian Communist Party,1944,1947,38.7,1944,5754,MKP
HUN,Social Democratic Party of Hungary (1890),1922,1947,18.3,1944,5755,MSZDP
HUN,Independent Smallholders' Party (1930),1931,1947,57,1945,5756,FKgP
SEN,Alliance for the Republic–Yakaar,2012,2012,,2012,5766,APR
BFA,People's Movement for Progress,2015,2015,51.3,2015,5769,MPP
COD,Alliance des Bakongo,1960,1965,9.5,1960,5772,ABAKO
ROU,Romanian Communist Party,1946,1985,100,1952,5773,PCR
BFA,Voltaic Democratic Union / African Democratic Rally,1959,1997,100,1965,5774,UDV-RDA
BEN,Dahomeyan Democratic Party,1964,1964,100,1964,5776,PDD
CZE,Czechoslovak National Democracy,1920,1929,6.3,1920,5777,CND
ESP,Traditionalist Spanish Phalanx of the Committees of the National Syndicalist Offensive,1933,1933,0,1933,5778,FET
GIN,Unity and Progress Party,1995,2002,62.3,1995,5780,PUP
TUN,Socialist Destourian Party,1959,1986,100,1964,5781,PSD
CRI,Civil Party,1894,1913,100,1897,5783,Civ
DOM,National Progressive Alliance,1924,1924,69.8,1924,5784,ANP
LVA,Union of Social Democrats – Mensheviks and Rural Workers,1922,1922,6.3,1922,5787,SDML
TZA,Tanganyika African National Union,1959,1975,100,1965,5788,TANU
SLB,Democratic Party,2006,2010,26,2010,5789,DP
CMR,Cameroonian National Union,1970,1983,100,1970,5791,UNC
ETH,Workers Party of Ethiopia,1987,1987,100,1987,5793,WPE
FJI,Social Democratic Liberal Party,2014,2014,28.2,2014,5794,SDLP
FJI,Fiji First Party,2014,2014,59.2,2014,5795,FF
MMR,Burma Socialist Programme Party,1974,1985,100,1974,5796,BSPP
WSM,Christian Democratic Party,1985,1988,15.1,1985,5797,CDP
SUR,New Front for Democracy and Development,1991,2010,54.3,1991,5799,NFDD
BGR,Blue Coalition,2009,2009,6.8,2009,58,BC
SUR,Progressive Reform Party / United Hindustani Party,1949,2015,31.4,1987,5800,VHP
IRN,Islamic Republican Party,1979,1984,75.3,1979,5802,IRP
IRN,Rastakhiz Party,1975,1975,100,1975,5803,RP
NER,Rally for Democracy and Progress / National Union of Independents for Democratic Renewal,1996,2011,56.7,1996,5804,RDP-J/UNIRD
BHR,Al-Wefaq National Islamic Societ,2006,2010,45,2010,5806,AW
BFA,National Union for Democracy and Development,1978,1978,21,1978,5807,UNDD
CAF,Central African Democratic Rally,1987,2005,100,1987,5808,RDC
BHR,independent (Independents),2010,2014,92.5,2014,5812,indep
MMR,Union Solidarity and Development Party,2010,2015,56.8,2010,5818,USDP
MRT,Union for the Republic,2013,2013,55.1,2013,5819,UPR
TCD,National Union for Independence and Revolution,1990,1990,100,1990,5820,UNIR
TCD,National Union for Democracy and Renewal,1997,2011,12,1997,5821,UNDR
UKR,Ukrainian Democratic Alliance for Reform,2012,2012,14,2012,5825,UDAR-VK
BEN,Union for Future Benin,2003,2003,37.3,2003,5826,UBF
ETH,Amhara National Democratic Movement,2000,2000,26.1,2000,5827,ANDM
HTI,Front for Hope,2006,2006,23.2,2006,5828,Lespwa
HTI,Christian National Union for the Reconstruction of Haiti,2006,2006,12.1,2006,5829,UNCRH
KHM,National United Front of Kampuchea,1976,1976,100,1976,5830,FUNC
UZB,Self-Sacrifice National Democratic Party,1999,2009,25.8,2009,5831,FMDP
TUN,Ennahdha Party / Renaissance Party,2011,2014,37,2011,5832,Nahdah
LAO,National Progressive Party,1951,1972,56.4,1955,5833,NPP
KEN,National Rainbow Coalition,2002,2002,61,2002,5834,NARC
FJI,General Voters Party,1992,1994,1.4,1992,5835,GVP
ETH,Oromo Peoples' Democratic Organization,2000,2000,33.5,2000,5836,OPDO
LBR,True Whig Party,1955,1975,100,1955,5837,TWP
MDG,Party for Proletarian Power / Movement for the Progress of Madagascar,1983,1993,13.3,1989,5838,MFM/MPP
BLZ,National Alliance for Belizean Rights,1993,1993,48.7,1993,5839,NABR
KAZ,Agrarian Party of Kazakhstan,1999,2004,12.6,1999,5840,APW
SLB,Solomon Agu Segu-Fenua,1984,1984,8.9,1984,5842,SAS
ETH,Tigrayan People's Liberation Front,2000,2000,7.3,2000,5843,TPLF
LBN,The March 14 Alliance,2005,2010,56.2,2005,5844,M14A
LBN,The March 8 Alliance,2009,2010,44.5,2009,5845,M8A
LBN,Resistance and Development,2000,2005,46,2000,5846,RD
LUX,National Independent Union,1925,1928,7.3,1925,5851,NIU
PRT,Democratic Party,1913,1925,65,1915,5864,PD
PRT,Republican Evolutionist Party,1913,1919,26.8,1913,5865,PRE
EGY,Free Egyptians Party,2015,2015,11.4,2015,5871,FEP
MNG,Mongolian Social Democratic Party,1990,1996,17.1,1996,5872,MSDP
AND,Social Democracy and Progress,2015,2015,11.7,2015,5875,SDP
COL,Democratic Centre,2014,2014,11.6,2014,5879,CD
LVA,Socialist Party of Latvia,1995,1995,5.6,1995,588,LSP
BHR,Al Asalah Islamic Society,2006,2014,12.5,2006,5883,AA
VUT,Tan Union,1995,1995,,1995,5887,TU
VUT,People's Progess Party,2002,2012,8,2012,5888,PPP
TKM,Women's Union of Turkmenistan,2013,2013,12.8,2013,5889,WU
TKM,Party of Industrialists and Entrepreneurs,2013,2013,11.2,2013,5890,PIE
KEN,National Development Party Kenya,1997,1997,10,1997,5892,NDP
FJI,Conservative Alliance Party,2001,2001,10.2,2001,5893,MV
BHR,Al Menbar National Islamic Society,2006,2014,17.5,2006,5894,AM
SLE,People's Democratic Party,1996,1996,15.2,1996,5895,PDP
MRT,National Rally for Reform and Development,2013,2013,13.8,2013,5896,RNRD
IRQ,National Iraqi Alliance / United Iraqi Alliance / Watani List,2005,2010,41.2,2005,5897,NIA/UIA
BFA,Voltaic Progressive Union,1978,1978,14.5,1978,5899,UPV
PAN,Democratic Change,2004,2014,33.7,2014,59,CD
BEN,African Movement for Development and Progress,1999,2003,10.8,2003,5900,MADEP
BFA,Party for Democracy and Progress,1997,1997,10.1,1997,5901,PDP
HTI,Alternative for Progress and Democracy,2010,2010,7.3,2010,5905,Alternativ
KAZ,People's Union of Kazakhstan Unity,1994,1995,37.3,1995,5906,PUP
KAZ,All Together,2004,2004,11.4,2004,5907,Asar
KGZ,Union of Democratic Forces,2000,2000,19.8,2000,5908,SDS
KGZ,My Country Party of Action,2000,2000,5.3,2000,5909,MS
NZL,New Zealand First Party,1993,2014,13.3,1996,591,NZFP
KGZ,Dignity,2010,2010,13.8,2010,5910,AN
SLB,Democratic Alliance Party,2014,2014,14,2014,5911,DAP
SLB,National Party,2006,2006,8,2006,5912,NP
SGP,Singapore Democratic Alliance,2001,2006,13,2006,5913,SDA
GNB,Union for Change,1994,1994,12.8,1994,5915,UM
IRQ,Kurdistan Alliance/Democratic Patriotic Alliance of Kurdistan,2005,2005,21.7,2005,5917,KA/DPAK
IRQ,Kurdistan List / Kurdistan Alliance / Brotherhood List,2010,2010,14.6,2010,5919,KA
IRQ,Iraqi Accord Front - Tawafuq,2005,2005,15.1,2005,5924,IAF
IRQ,Sadrist Movement,2014,2014,10.4,2014,5927,SM
SLB,United Democratic Party,2014,2014,10,2014,5929,UDP
HND,Liberal Party of Honduras,1923,2013,62.1,1957,593,PLH
PAN,Labor and Agrarian Party,1968,1984,10.4,1984,5930,PALA
SUR,Party for National Unity and Solidarity,1949,2010,19.6,1987,5931,KTPI
SUR,People's Alliance for Progress,2005,2010,13,2010,5932,VVV
SLB,"Ownership, Unity and Responsibility Party",2010,2010,6,2010,5938,OUR
ROU,Right Romania Alliance,2012,2012,16.5,2012,5940,ARD
ROU,Social Liberal Union,2012,2012,58.6,2012,5941,USL
SLB,Reform and Democratic Party of Solomon Islands,2010,2010,6,2010,5949,RDP
GTM,National Convergence Front,2015,2015,9.4,2015,5955,FCN
SMR,Civic 10,2012,2012,6.7,2012,5960,MC10
SMR,Union for the Republic,2012,2012,8.4,2012,5962,UPR
SMR,"Civic Movement RETE (Renewal, Equity, Transparency and Eco-sustainability)",2012,2012,6.3,2012,5963,RETE
KNA,People's Labour Party,2015,2015,9,2015,5964,PLP
GTM,Everybody,2015,2015,10.6,2015,5966,T
MMR,United Democratic Front,2010,2010,7.1,2010,5972,NDF
MMR,National League for Democracy,1990,2015,59.9,1990,5973,NLD
MMR,National Unity Party,1990,2010,21.2,1990,5974,NUP
MMR,Shan Nationalities Democratic Party,2010,2010,2.4,2010,5975,SNDP
AUT,Alliance for the Future of Austria,2008,2008,10.7,2008,599,BZO
CHL,Socialist Party of Chile,1932,1997,18.9,1941,6,PS
LVA,Communist Party of Latvia,1928,1990,97.8,1940,600,LKP
GBR,United Kingdom Independence Party,2015,2015,12.7,2015,601,UKIP
POL,Polish People's (Peasants') Party,1991,2015,15.4,1993,602,PSL
HUN,Christian National Union Party,1920,1921,38.9,1920,6029,KNEP
BGR,Communist Party of Bulgaria,1945,1945,34.1,1945,603,BKP
ZWE,Zimbabwe African National Union-Ndongo,1979,1995,14.6,1979,6032,ZANU-N
THA,Constitutional Front Party,1946,1946,,1946,6033,CF
ZWE,United African National Congress,1979,1980,67.3,1979,6034,UANC
SYR,People's Party,1947,1961,55.3,1949,6035,HS
SYR,Syrian National Party,1947,1961,21.1,1947,6036,KW-SNP
LAO,Lao People's Rally,1960,1960,28.8,1960,6037,LRP
LAO,Committee for the Defence of National Interests,1960,1960,57.6,1960,6038,CDNI
LBN,Constitutional Bloc,1943,1953,21.8,1947,6039,CB
TUR,Peoples' Democratic Party,2015,2015,10.8,2015,6042,HDP
VUT,Nagriamel,1975,1975,12.2,1975,6045,N
CUB,National Union,1936,1940,26.5,1938,6049,UN
AUT,Liberal Forum,1994,1995,6,1994,605,LIF
COD,Congolese National Movement - Lumumba,1960,1960,26.6,1960,6050,MNC-L
BOL,Patriotic Accord,1993,1993,20,1993,6059,AP
CHL,New Majority,2013,2013,47.7,2013,6060,NM
CHL,Alliance,2001,2013,44.3,2001,6061,A
COL,New Liberalism,1986,1986,6.6,1986,6062,NL
COD,Union for the Congolese Nation,2011,2011,3.4,2011,6063,UNC
GNQ,Popular Union of Equatorial Guinea,1999,1999,6.4,1999,6064,UP
GMB,National Alliance for Democracy and Development,2007,2007,5.3,2007,6066,NADD
HTI,National Agricultural Industrial Party,1957,1990,7.4,1990,6068,PAIN
MRT,Union of the Forces of Progress,2006,2006,8.4,2006,6071,UFP
TUN,Democratic Forum for Labour and Liberties,2011,2011,7,2011,6074,FTDL
TZA,United Democratic Party,2000,2000,4.4,2000,6075,UDP
SUR,Progressive Workers' and Farmers' Union,1977,2010,1.7,1987,6076,PALU
LKA,United People's Freedom Alliance,2004,2015,60.3,2010,6077,UPFA
LKA,People's Alliance,1994,2001,48.9,1994,6078,PA
SUR,A-Combination,2005,2015,9.8,2015,6079,AC
SLB,People's Progressive Party,2001,2001,6,2001,6080,PPP
SLE,National Unity Party,1996,1996,5.2,1996,6081,NUP
PNG,Triumph Heritage Empowerment Party,2012,2012,10.8,2012,6082,THE
MOZ,Democratic Union,1994,1994,5.2,1994,6083,Udemo
MLI,Party for National Rebirth,1997,1997,5.4,1997,6084,PARENA
MLI,Patriotic Movement for Renewal,2007,2007,5.4,2007,6085,MPR
MDG,Rally for Socialism and Democracy,1993,1998,5.9,1993,6086,RPSD
MNE,Democratic Front,2012,2012,22.8,2012,6087,DF
PSE,independent (Independent),1996,1996,33,1996,6102,indep
CYP,Ulusal Birlik Partisi,1993,2013,44,2009,6108,UBP
CYP,Republican Turkish Party,1993,2013,44.5,2005,6109,CTP
MEX,National Regeneration Movement,2015,2015,8.4,2015,6110,MORENA
ARG,Action for the Republic,1999,1999,8.1,1999,6112,AR
ARG,"Aliance for Work, Justice, and Education",1997,2001,43.8,1999,6116,ALIANZA
GRL,Centre Party,1991,1995,9.5,1991,6121,AP
ISR,Mizrachi Workers,1944,1951,9.5,1944,613,HHM
STP,Force for Change Democratic Movement-Liberal Party,2002,2006,39.4,2002,6143,MDFM
ARG,Radical Civic Union Antipersonnel,1924,1942,11.1,1942,6145,UCRA
TLS,Timorese Social Democratic Association,2001,2001,7.8,2001,6148,ASDT
ISR,Alignment,1949,2015,46.2,1969,615,A
SRB,Democratic Movement of Serbia,1992,1993,17.9,1992,6150,DEPOS
SEN,Bokk Gis Gis,2012,2012,7.3,2012,6151,BGG
PER,Socialist Revolutionary Party,1978,1978,6.6,1978,6152,PSR
POL,Patriotic Movement for National Rebirth,1985,1985,100,1985,6154,PRON
ARG,Civic Coalition ARI,2007,2009,7.4,2009,6159,CC
ARG,Renewal Front,2013,2015,16.7,2013,6160,RF
AUT,German People's Party,1900,1900,6.6,1900,6169,DV
BGD,Bangladesh Muslim League,1979,1979,6,1979,6182,BML
PNG,PNG [Diro] Independent Group,1982,1982,6.9,1982,6184,IG
BGD,Combined Opposition Party,1988,1988,6,1988,6188,COP
BGR,Fatherland Front,1949,1986,100,1949,6189,OF
BEN,Key Force,2003,2003,6,2003,6190,FC
BFA,African Regroupment Party,1959,1978,43.8,1959,6192,PRA
CAF,Movement for Democracy and Development,1998,2011,7.5,1998,6193,MDD
CAF,Democratic Forces,1993,1993,9.2,1993,6194,CFD
CYP,Freedom and Reform Party,2009,2009,6.2,2009,6197,ÖRP
CYP,Communal Democracy Party,2009,2013,7.4,2013,6198,TDP
CYP,Communal Liberation Party,1993,1998,15.4,1998,6201,TKP
MAR,National Popular Movement,1993,2002,10.6,1993,6203,MNP
COD,People's Party for Peace and Democracy,2011,2011,5.8,2011,6207,PPPD
COD,Forces for Renewal,2006,2006,5.2,2006,6208,FR
EGY,Socialist Labor Party,1979,1987,7.6,1979,6209,SLP
EGY,Egyptian Bloc,2011,2011,6.7,2011,6210,EB
SLV,Democratic Action Party,1982,1985,9,1985,6211,AD
FJI,Party of National Unity,1999,1999,4,1999,6213,PANU
FJI,Fijian Nationalist United Front Party,1992,1992,8.4,1992,6214,FNUF
GMB,Gambian People's Party,1992,1992,5.6,1992,6215,Gpp
HTI,Christian-Democratic Party of Haiti,1990,1990,8.6,1990,6216,PDCH
DZA,Movement of the Islamic Renaissance,1997,2012,8.7,1997,6219,MRI
BEL,Flemish Christian Peoples Party,1968,2014,26.2,1977,622,CVP
MAR,Progress and Socialism,2007,2007,5.4,2007,6220,PPS
AZE,Communist Party of Azerbaijan (1921),1990,1990,82.4,1990,6223,AKP
COM,Camp of the Autonomous Islands,2004,2004,36.4,2004,6224,CdIA
MDG,Association of United Malagasys,1993,1993,8.1,1993,6225,FAMIMA
MDG,Fihaonana Party,1993,1993,5.9,1993,6226,FP
MDG,Political-based groups working together,2013,2013,8.2,2013,6227,VPM-MMM
KAZ,Federation of Trade Unions of the Republic of Kazakhstan,1994,1995,7.5,1995,6228,KonPK
KAZ,Peoples' Congress of Kazakhstan,1994,1994,5.1,1994,6229,PCP
ARG,Justicialist [Peronist] Party,1946,2005,64.3,1954,623,PJ
BOL,Independent Socialist Party (1944),1944,1944,11.5,1944,6230,PSI
GRD,Action Council,1951,1951,25.1,1951,6231,AC
PSE,Fatah Movement / Palestinian National Liberation Movement,1996,2006,62.5,1996,6233,Fatah
AUT,National Economic Bloc,1930,1930,12.8,1930,6235,NWB
ZWE,Zimbabwe Unity Movement,1990,1990,17.6,1990,6239,ZUM
WSM,Tupuola‘Efi Supporting Group,1979,1982,24.3,1979,6240,TPU
ITA,House of Freedom,2001,2006,58.4,2001,6241,CdL
BOL,United Socialist Party,1938,1944,20,1942,6246,PSU
GNQ,National Liberation Movement of Equatorial Guinea,1968,1968,28.6,1968,6247,MONALIGE
GNQ,National Unity Movement of Equatorial Guinea,1968,1968,28.6,1968,6248,MUNGE
GNQ,Popular Idea of Equatorial Guinea,1968,1968,22.9,1968,6249,IPGE
GNQ,Bubi Union,1968,1968,20,1968,6250,UB
MRT,Mauritanian Regroupment Party,1959,1959,100,1959,6251,PRM
MRT,Party of the Democratic and Social Agreement,2013,2013,5,2013,6252,PEDS
NER,Party for People's Dignity,1996,1996,5.3,1996,6253,PDP-Daraja
CUB,Republican Party,1900,1950,28.6,1901,6255,PR
CUB,Federal Republican Party,1901,1901,20.6,1901,6256,PRF
CUB,Cuban National Party,1900,1908,41,1908,6257,PNC
ZAF,Reconstituted National Party,1981,1981,14.4,1981,6291,HNP
CZE,Hlinka's Slovak People's Party,1925,1935,6.9,1925,6293,HSLS
CZE,German Social Democratic Workers' Party in the Czechoslovak Republic,1920,1929,11.1,1920,6294,DSAP
SVK,Christian Democratic Movement,1990,2012,19.2,1990,63,KDH
SLV,"National Party of the Fatherland / National ""Pro Patria"" Party",1939,1939,100,1939,6302,PPP
PNG,United Resources Party,2012,2012,6.3,2012,6306,URP
PNG,People's Party,2012,2012,5.4,2012,6307,PP
PRT,Regenerator Party,1881,1910,100,1895,6308,PR
PRT,Progressive Party,1884,1910,77.2,1897,6309,PP
PRT,Constituent Party,1881,1884,5.8,1881,6310,PC
PRT,Liberal Regenerator Party,1906,1906,43.9,1906,6311,PRL
PRT,Republican Union,1913,1919,23.5,1913,6312,PUR
PRT,National Republican Party,1918,1918,69.7,1918,6313,PNR
PRT,Monarchist Cause,1918,1922,23.9,1918,6314,CM
PRT,Republican Liberal Party,1921,1922,48.5,1921,6315,PLR
PRT,Reconstitution Party / Reconstitution Party,1921,1922,10.4,1922,6316,PRRN
PRT,Nationalist Republican Party,1925,1925,22.1,1925,6317,PRN
HTI,Together We Are Strong,2010,2010,4.2,2010,6320,ANF
IRN,Council for Coordinating the Reforms Front,2004,2008,17.3,2004,6322,Reformist
KOR,People's Party (1963),1963,1963,8.8,1963,6323,PP
BEL,Francophone Christian Social Party,1968,2014,11.7,1968,633,PSC
CYP,Peace and Democracy Movement,2003,2005,12,2003,6332,BDH
DOM,Patriotic Coalition of Citizens,1924,1930,99.2,1930,6333,CPC
