"ctr_n","ctr","pty_n","pty","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty","abbr","name","name_english","name_other","comment","country"
"Korea",410,"yeollin uri party",202,2004,2004,40.1,2004,1,410000202,"","Yeollin Uri Party","Our Open Party","열린우리당","","KOR"
"Korea",410,"jayu seonjin-dang",203,2008,2012,6.3,2008,2,410000203,"","Jayu Seonjin-dang","Liberty Forward Party","자유선진당","","KOR"
"Korea",410,"jinbo shin-dang",206,2008,2012,2.1,2008,2,410000206,"","Jinbo Shin-dang","New Progressive Party","진보신당","","KOR"
"Korea",410,"changjo hanguk-dang",207,2008,2012,2.1,2008,2,410000207,"","Changjo Hanguk-dang","Creative Korea Party","창조한국당","","KOR"
"Korea",410,"chinbak yeondae",209,2008,2008,8.4,2008,1,410000209,"","Chinbak Yeondae","Pro-Park Association","친박연대","","KOR"
"Korea",410,"tonghap minju-dang",212,2008,2008,27.1,2008,1,410000212,"","Tonghap Minju-dang","United Democratic Party","통합민주당","","KOR"
"Korea",410,"tonghap jinbo-dang",213,2012,2012,8.1,2012,1,410000213,"","Tonghap Jinbo-dang","Unified Progressive Party","통합진보당","","KOR"
"Lesotho",426,"All Basotho Convention/Kobo Tata ea Basotho",2,2007,2012,25,2012,2,426000002,"","All Basotho Convention/Kobo Tata ea Basotho","","","","LSO"
"Lesotho",426,"Basotho Congress Party",6,1965,2012,73.4,1993,7,426000006,"","Basotho Congress Party","","","","LSO"
"Lesotho",426,"Basotho National Party",8,1965,2012,42.3,1970,7,426000008,"","Basotho National Party","","","","LSO"
"Lesotho",426,"Basutoland African Congress",9,2002,2002,3,2002,1,426000009,"","Basutoland African Congress","","","","LSO"
"Lesotho",426,"Democratic Congress",11,2012,2012,39.4,2012,1,426000011,"","Democratic Congress","","","","LSO"
"Lesotho",426,"Lesotho Communist Party",16,1970,2002,2.9,2002,2,426000016,"","Lesotho Communist Party","","","","LSO"
"Lesotho",426,"Lesotho Congress for Democracy",17,1998,2012,60.9,1998,4,426000017,"","Lesotho Congress for Democracy","","","","LSO"
"Lesotho",426,"Lesotho People’s Congress",21,2002,2012,3.1,2002,2,426000021,"","Lesotho People’s Congress","","","","LSO"
"Lesotho",426,"Lesotho Workers Party",22,2002,2012,12.4,2007,3,426000022,"","Lesotho Workers Party","","","","LSO"
"Lesotho",426,"Marema-Tlou",24,1965,1965,2,1965,1,426000024,"","Marema-Tlou","","","","LSO"
"Lesotho",426,"Marematlou Freedom Party",25,1965,2012,16.7,1965,7,426000025,"","Marematlou Freedom Party","","","","LSO"
"Lesotho",426,"National Independent Party",27,1993,2012,25.7,2007,5,426000027,"","National Independent Party","","","","LSO"
"Lesotho",426,"Popular Front for Democracy/Khoeetsa ea Sechaba",30,1993,2012,2,2012,5,426000030,"","Popular Front for Democracy/Khoeetsa ea Sechaba","","","","LSO"
"Latvia",428,"apvienba tcvzernei un brivibai",1,1998,1998,14.7,1998,1,428000001,"","Apvienba Tcvzernei un Brivibai","Association And Freedom","","","LVA"
"Latvia",428,"jauna partija",6,1998,2002,24,2002,2,428000006,"","Jauna Partija","The New Party","JP","","LVA"
"Latvia",428,"jaunais laiks",7,2006,2006,16.5,2006,1,428000007,"","Jaunais laiks","The New Era","JL","","LVA"
"Latvia",428,"latvijas pirmâ partija",18,2002,2002,13.6,2002,1,428000018,"","Latvijas Pirmâ Partija","Latvia First Party","LPP","","LVA"
"Latvia",428,"latvijas socialdemokratiska stradnieku partija",19,1998,2006,3.5,2006,2,428000019,"","Latvijas Sociāldemokrātiskā Strādnieku partija","Latvian Social Democratic Worker Party","LSDSP","","LVA"
"Latvia",428,"latvijas socialdemokratu apvienba",20,1998,1998,12.9,1998,1,428000020,"","Latvijas Socialdemokratu Apvienba","Latvia’S Union Of Social Democrats","LSDA","","LVA"
"Latvia",428,"latvijas zemnieku savieniba",22,1998,1998,2.5,1998,1,428000022,"","Latvijas Zemnieku Savieniba","Latvia'S Farmers' Union","LZS","","LVA"
"Latvia",428,"politiska patriotiska apvieniba 'dzimtene'",30,2006,2006,2.1,2006,1,428000030,"","Politiskā patriotiskā apvienība ""Dzimtene""","Political Patriotic Union ""Motherland”","DZIMTENE","","LVA"
"Latvia",428,"politisko organizaciju apvieniba",31,2002,2002,19.1,2002,1,428000031,"","Politisko Organizaciju Apvieniba","For Human Rights In United Latvia","PCTVL","","LVA"
"Latvia",428,"saskanas centrs",33,2006,2006,14.5,2006,1,428000033,"","Saskaņas Centrs","Concord Centre","CS","","LVA"
"Latvia",428,"savieniba latvijas ceio",34,1998,2002,18.1,1998,2,428000034,"","Savieniba Latvijas Ceio","Latvian Union Ceio","LC","","LVA"
"Latvia",428,"tautas kustiba lavtvijai - zigerista partija",40,1998,1998,23,1998,1,428000040,"","Tautas Kustiba Lavtvijai - Zigerista Partija","People’S Movement For Latvia (Zigerists’ Party )","Zigerist","","LVA"
"Latvia",428,"tautas partija",41,2002,2006,25.7,2006,2,428000041,"","Tautas partija","The People'S Party","TP","","LVA"
"Latvia",428,"tautas saskaoas partija",42,1998,2002,14.2,1998,2,428000042,"","Tautas Saskaoas Partija","People’S Harmony Party","TSP","","LVA"
"Latvia",428,"zalo un zemnieku savieniba",45,2002,2006,16.8,2006,2,428000045,"","Zaļo un Zemnieku savienība","Union Of The Green And Farmers","ZZS","","LVA"
"Liberia",430,"congress for democratic change",1,2005,2005,16.9,2005,1,430000001,"CDC","Congress for Democratic Change","","","","LBR"
"Liberia",430,"free democratic party",2,2005,2005,2.1,2005,1,430000002,"FDP","Free Democratic Party","","","","LBR"
"Liberia",430,"liberal party",5,2005,2005,13.4,2005,1,430000005,"","Liberal Party","","","","LBR"
"Liberia",430,"national democratic party of liberia",8,2005,2005,3.1,2005,1,430000008,"NDPL","National Democratic Party of Liberia","","","","LBR"
"Liberia",430,"national patriotic party",10,2005,2005,8.4,2005,1,430000010,"NPP","National Patriotic Party","","","","LBR"
"Liberia",430,"national reformation party",11,2005,2005,2.4,2005,1,430000011,"NRP","National Reformation Party","","","","LBR"
"Liberia",430,"new deal movement",13,2005,2005,3.8,2005,1,430000013,"NDM","New Deal Movement","","","","LBR"
"Liberia",430,"unity party",17,2005,2005,13.2,2005,1,430000017,"UP","Unity Party","","","","LBR"
"Liechtenstein",438,"Christian Social Party",1,1962,1974,10.1,1962,4,438000001,"","Christlich-Soziale Partei","Christian Social Party","","","LIE"
"Liechtenstein",438,"Free List",2,1986,2013,13,2005,9,438000002,"","Freie Liste","Free List","","","LIE"
"Liechtenstein",438,"Nonpartisan List",3,1989,1989,3.2,1989,1,438000003,"","Überparteiliche Liste Liechtenstein","Nonpartisan List","","","LIE"
"Liechtenstein",438,"Patriotic Union",4,1945,2013,53.5,1982,21,438000004,"","Vaterländische Union","Patriotic Union","","","LIE"
"Liechtenstein",438,"Progressive Citizens’ Party",5,1945,2013,54.7,1945,21,438000005,"","Fortschrittliche Bürgerpartei","Progressive Citizens’ Party","","","LIE"
"Liechtenstein",438,"The Independents",6,2013,2013,15.3,2013,1,438000006,"","Die Unabhängigen","The Independents","","","LIE"
"Liechtenstein",438,"Workers and Peasants Party",7,1953,1953,6.9,1953,1,438000007,"","Partei der Unselbständig Erwerbenden und Kleinbauern","Workers and Peasants Party","","","LIE"
"Luxembourg",442,"comité d'action 5/6 pensions pour tous",1,1989,1989,7.3,1989,1,442000001,"","Comité d'action 5/6 Pensions pour tous","Action Committee 5/6 Pensions for All","","","LUX"
"Luxembourg",442,"comitè d'action pour la démocratie et le droit aux pensions",2,1994,1994,8.2,1994,1,442000002,"","Comitè d'action pour la démocratie et le droit aux pensions","Action Committee for Democracy and the Right to Pensions","","","LUX"
"Luxembourg",442,"di grëng alternativ",4,1984,1989,5.2,1984,2,442000004,"","Di Grëng Alternativ","Alternative Greens’ Party","","","LUX"
"Luxembourg",442,"enrôlés de force",5,1979,1979,4.5,1979,1,442000005,"","Enrôlés de force","Forcibly Enrolled","","","LUX"
"Luxembourg",442,"gauche libérale",6,1925,1925,5.9,1925,1,442000006,"","Gauche libérale","Liberal Left","","","LUX"
"Luxembourg",442,"grëng lëscht ekologesch initiativ",7,1989,1989,4.2,1989,1,442000007,"","Grëng Lëscht Ekologesch Initiativ","Green Left Ecological Initiative","","","LUX"
"Luxembourg",442,"groupement démocratique",8,1954,1954,10.8,1954,1,442000008,"","Groupement démocratique","Democratic Group","","","LUX"
"Luxembourg",442,"groupement patriotique et démocratique",9,1945,1951,20.5,1951,3,442000009,"","Groupement patriotique et démocratique","Patriotic and Democratic Group","","","LUX"
"Luxembourg",442,"indépendants de la droite",10,1925,1925,2.1,1925,1,442000010,"","Indépendants de la droite","Independents of the Right","","","LUX"
"Luxembourg",442,"indépendants de la gauche",11,1919,1945,4.6,1934,4,442000011,"","Indépendants de la gauche","Independents of the Left (or of the East)","","","LUX"
"Luxembourg",442,"liste démocratique",12,1937,1937,11,1937,1,442000012,"","Liste démocratique","Democratic List","","","LUX"
"Luxembourg",442,"liste libre des paysans, classes moyennes et ouvriers",13,1931,1937,6,1931,2,442000013,"","Liste libre des paysans, classes moyennes et ouvriers","Free List of Peasants, Middle Classes, and Worker","","","LUX"
"Luxembourg",442,"mouvement indépendant populaire",14,1964,1964,6,1964,1,442000014,"","Mouvement indépendant populaire","Popular Independent Movement","","","LUX"
"Luxembourg",442,"parti chrétien social",15,1945,1994,42.4,1954,12,442000015,"","Parti chrétien social","Christian Social Party","","","LUX"
"Luxembourg",442,"parti communiste luxembourgeois",16,1934,1989,16.9,1948,11,442000016,"","Parti communiste luxembourgeois","Communist Party of Luxemburg","","","LUX"
"Luxembourg",442,"parti de la droite",17,1919,1937,49.7,1919,6,442000017,"","Parti de la droite","Party of the Right","","","LUX"
"Luxembourg",442,"parti démocratique",18,1959,1994,22.2,1974,8,442000018,"","Parti démocratique","Democratic Party","","","LUX"
"Luxembourg",442,"parti des paysans et des classes moyennes",19,1937,1937,2.1,1937,1,442000019,"","Parti des paysans et des classes moyennes","Party of Peasants and Middle Classes","","","LUX"
"Luxembourg",442,"parti libéral",20,1937,1937,3,1937,1,442000020,"","Parti libéral","Liberal Party","","","LUX"
"Luxembourg",442,"parti national indépendant",21,1919,1931,13.6,1925,4,442000021,"","Parti national indépendant","National Independent Party","","","LUX"
"Luxembourg",442,"parti ouvrier",22,1919,1919,17.6,1919,1,442000022,"","Parti ouvrier","Workers’ Party","","","LUX"
"Luxembourg",442,"parti ouvrier socialiste luxembourgeois",23,1925,1994,41.5,1948,17,442000023,"","Parti ouvrier socialiste luxembourgeois","Socialist Workers’ Party of Luxemburg","","","LUX"
"Luxembourg",442,"parti populaire indépendant",24,1919,1919,4.9,1919,1,442000024,"","Parti populaire indépendant","People’s Party (Independent)","","","LUX"
"Luxembourg",442,"parti radical",25,1925,1937,12.9,1934,5,442000025,"","Parti radical","Radical Party (part of Union des gauches (electoral alliance of Parti radical-socialiste and Parti radical))","","","LUX"
"Luxembourg",442,"parti radical socialiste",26,1925,1931,10.1,1931,2,442000026,"","Parti radical socialiste","Radical–Socialist Party (part of Union des gauches (electoral alliance of Parti radical-socialiste and Parti radical))","","","LUX"
"Luxembourg",442,"parti radical-libéral",27,1919,1919,16,1919,1,442000027,"","Parti radical-libéral","Radical–Liberal Party","","","LUX"
"Luxembourg",442,"parti social-démocrate",28,1974,1979,9.2,1974,2,442000028,"","Parti social-démocrate","Social Democratic Party","","","LUX"
"Luxembourg",442,"progressistes démocrates du nord",29,1931,1931,4.6,1931,1,442000029,"","Progressistes démocrates du Nord","Democratic Progressives of the North","","","LUX"
"Luxembourg",442,"socialistes indépendants - liste jean gremling",30,1979,1979,2.2,1979,1,442000030,"","Socialistes indépendants - Liste Jean Gremling","Independent Socialists","","","LUX"
"Malawi",454,"alliance for democracy",1,1999,2004,10.5,1999,2,454000001,"AFORD","Alliance for Democracy","","","","MWI"
"Malawi",454,"malawi congress party",3,1999,2004,33.6,1999,2,454000003,"MCP","Malawi Congress Party","","","","MWI"
"Malawi",454,"national democratic alliance",9,2004,2004,8.3,2004,1,454000009,"","National Democratic Alliance","","","","MWI"
"Malawi",454,"people's progressive movement",15,2004,2004,3.2,2004,1,454000015,"","People's Progressive Movement","","","","MWI"
"Malawi",454,"republican party",17,2004,2004,7.5,2004,1,454000017,"","Republican Party","","","","MWI"
"Malawi",454,"united democratic front",21,1999,2004,46.7,1999,2,454000021,"UDF","United Democratic Front","","","","MWI"
"Malaysia",458,"Barisan Nasional",2,2013,2013,47.4,2013,1,458000002,"","Barisan Nasional","National Front","","","MYS"
"Malaysia",458,"Parti Islam Se Malaysia",5,2013,2013,14.8,2013,1,458000005,"","Parti Islam Se Malaysia","Pan-Islamic Malaysian Party","","","MYS"
"Malaysia",458,"Parti Keadilan Rakyat",6,2013,2013,20.4,2013,1,458000006,"","Parti Keadilan Rakyat","People's Justice Party","","","MYS"
"Malaysia",458,"Parti Tindakan Demokratik",11,2013,2013,15.7,2013,1,458000011,"","Parti Tindakan Demokratik","Democratic Action Party","","","MYS"
"Mauritius",480,"gaetan duval party",7,1995,1995,6.3,1995,1,480000007,"","Parti Gaetan Duval","Gaetan Duval Party","PGD","","MUS"
"Mauritius",480,"hizbullah",10,1991,2000,3.3,2000,3,480000010,"","Hizbullah","Hizbullah","HP","","MUS"
"Mauritius",480,"mauritian militant movement",29,1976,1983,46,1983,2,480000029,"","Mouvement Militant Mauricien","Mauritian Militant Movement","MMM","","MUS"
"Mauritius",480,"mauritian social democrat party",39,1967,1987,43.2,1967,5,480000039,"","Parti Mauricien Social Democrate","Mauritian Social Democrat Party","PMSD","","MUS"
"Mauritius",480,"militiant socialist movement - labor party",60,1983,1983,42.1,1983,1,480000060,"","MSM/Travailliste","Militiant Socialist Movement - Labor Party","","","MUS"
"Mauritius",480,"national democratic movement raj dayal",63,2000,2005,3,2000,2,480000063,"","M.D.N. Raj Dayal (Mouvement Démocratique National Raj Dayal)","National Democratic Movement Raj Dayal","","","MUS"
"Mexico",484,"convergencia por la democracia",1,2003,2009,2.6,2009,2,484000001,"","Convergencia por la Democracia","Convergence for Democracy","","","MEX"
"Mexico",484,"partido acción nacional",3,1991,2012,34.2,2006,7,484000003,"","Partido Acción Nacional","National Action Party","","","MEX"
"Mexico",484,"partido alternativa socialdemócrata y campesina",5,2006,2006,2.1,2006,1,484000005,"","Partido Alternativa Socialdemócrata y Campesina","Social Democratic and Peasant Alternative Party","","","MEX"
"Mexico",484,"partido auténtico de la revolución mexicana",6,1991,2000,2.1,1991,3,484000006,"","Partido Auténtico de la Revolución Mexicana","Authentic Party of the Mexican Revolution","","","MEX"
"Mexico",484,"partido de la revolución demócratica",9,1991,2012,25.7,1997,6,484000009,"","Partido de la Revolución Demócratica","Party of the Democratic Revolution","","","MEX"
"Mexico",484,"partido del frente cardenista de reconstrucción nacional",11,1991,1994,4.3,1991,2,484000011,"","Partido del Frente Cardenista de Reconstrucción Nacional","Party of the Cardenista Front of National Reconstruction","","","MEX"
"Mexico",484,"partido del trabajo",12,1991,2012,3.9,2012,6,484000012,"","Partido del Trabajo","Labor Party","","","MEX"
"Mexico",484,"partido nueva alianza",18,2006,2006,4.7,2006,1,484000018,"","Partido Nueva Alianza","New Alliance Party","","","MEX"
"Mexico",484,"partido revolucionario institucional",21,1991,2012,61.4,1991,7,484000021,"","Partido Revolucionario Institucional","Institutional Revolutionary Party","","","MEX"
"Mexico",484,"partido verde ecologista de méxico",22,1994,2012,7,2009,5,484000022,"","Partido Verde Ecologista de México","Green Ecologist Party of Mexico","","","MEX"
"Mexico",484,"movimento ciudadan",24,2012,2012,3.5,2012,1,484000024,"","Movimento Ciudadan","Citizen's Movement","","","MEX"
"Mexico",484,"partido nueva alanzia",25,2009,2012,4.3,2012,2,484000025,"","Partido Nueva Alanzia","New Alliance Party","","","MEX"
"Moldova",498,"Centrist Union of Moldova",2,2005,2009,2.7,2009,2,498000002,"","Centrist Union of Moldova","","","","MDA"
"Moldova",498,"Christian Democratic People's Party",3,2001,2010,9.4,2001,5,498000003,"","Christian Democratic People’s Party","","","","MDA"
"Moldova",498,"Communist Party of the Republic of Moldova",4,2001,2010,49.5,2009,5,498000004,"","Communist Party of the Republic of Moldova","","","","MDA"
"Moldova",498,"Democratic Party of Moldova",6,2001,2010,12.7,2010,4,498000006,"","Democratic Party of Moldova","","","","MDA"
"Moldova",498,"Equality Social-Political Movement",8,2005,2010,2.8,2005,2,498000008,"","Equality Social-Political Movement","","","","MDA"
"Moldova",498,"Liberal Democratic Party of Moldova",15,2009,2010,29.4,2010,3,498000015,"","Liberal Democratic Party of Moldova","","","","MDA"
"Moldova",498,"Liberal Party",16,2009,2010,13.1,2009,2,498000016,"","Liberal Party","","","","MDA"
"Moldova",498,"National Liberal Party",18,2001,2010,14.7,2009,3,498000018,"","National Liberal Party","","","","MDA"
"Moldova",498,"Party Alliance Our Moldova",21,2009,2010,9.8,2009,3,498000021,"","Party of Democratic Forces","","","","MDA"
"Moldova",498,"Party of Rebirth and Reconciliation of Moldova",23,2001,2001,6.6,2001,1,498000023,"","Party of Spiritual Development “United Moldova”","","","","MDA"
"Moldova",498,"Social Democratic Party",29,2009,2010,3.7,2009,3,498000029,"","Social Democratic Party of Moldova","","","","MDA"
"Moldova",498,"Social Democratic Party of Moldova",30,2001,2005,3,2005,2,498000030,"","Social Political Movement of the Roma in the Republic of Moldova","","","","MDA"
"Mozambique",508,"Democratic Movement of Mozambique",1,2009,2009,4,2009,1,508000001,"","Democratic Movement of Mozambique","","","","MOZ"
