country,partyfacts_id,name_short,name,name_english,left_right,year_first,year_last,share,share_year,tags
LSO,3766,ABC,All Basotho Convention/Kobo Tata ea Basotho,All Basotho Convention,0.09,2007,2012,25,2012,"tags position: centre
tags ideology: liberalism
tags used: 2"
LSO,4171,BNP,Basotho National Party,Basotho National Party,0.69,1965,2018,42.3,1970,"tags position: centre-right
tags ideology: nationalism // populism // conservatism
tags used: 4"
LSO,4166,DC,Democratic Congress,Democratic Congress,-0.61,2011,2018,39.4,2012,"tags position: centre-left
tags ideology: [ pan-africanism ] // social democracy
tags used: 2"
LSO,3771,LCD,Lesotho Congress for Democracy,Lesotho Congress for Democracy,-0.61,1998,2018,60.9,1998,"tags position: centre-left
tags ideology: [ pan-africanism ] // social democracy
tags used: 2"
LSO,4381,MML,Mokhatio oa Makomonisi a Lesotho,Communist Party of Lesotho,-2.16,1970,2002,2.9,2002,"tags position:
tags ideology: communism // marxism-leninism
tags used: 2"
LBR,4136,CDC,Congress for Democratic Change,Congress for Democratic Change,0.17,2005,2018,28.3,2005,"tags position: big tent
tags ideology: populism
tags used: 2"
LBR,6596,NDC,National Democratic Coalition,National Democratic Coalition,-0.38,2011,2018,5.9,2011,"tags position: centre-left // left-wing
tags ideology: [ pan-africanism ] // [ african socialism ] // social democracy // liberalism
tags used: 4"
LBR,4143,NDPL,National Democratic Party of Liberia,National Democratic Party of Liberia,1.27,1984,2018,9.2,2005,"tags position:
tags ideology: nationalism // [ authoritarianism ] // anti-communism
tags used: 2"
LBR,4140,UP,Unity Party,Unity Party,0.41,1984,2018,19.8,2005,"tags position: centre // centre-right
tags ideology: [ liberal democracy ] // economic liberalism
tags used: 3"
LBY,8825,UFH,Al-Ittihad min Ajl Al-Watan,Union for the Homeland,0.14,2012,2018,4.5,2012,"tags position: centre
tags ideology: regionalism // [ localism ] // populism
tags used: 3"
LBY,8435,NFP,Hizb Al-Jabha Al-Wataniyya,National Front Party,-0.16,2012,2018,4.1,2012,"tags position: centre-left
tags ideology: liberalism // progressivism
tags used: 3"
LBY,3639,NFC,Taḥaalof al-qiwaa al-wataniyya,National Forces Alliance,0.19,2012,2018,48.1,2012,"tags position:
tags ideology: [ libyan nationalism ] // [ islam and democracy ] // big tent // economic liberalism // liberalism
tags used: 3"
LIE,4178,DU,Die Unabhängigen,The Independents,1.5,2013,2018,15.3,2013,"tags position: right-wing
tags ideology: right-wing populism // [ deutsche welle ] // [ politico ] // euroscepticism
tags used: 3"
LIE,993,FBP,Fortschrittliche Bürgerpartei in Liechtenstein,Progressive Citizens' Party,1.07,1918,2018,54.7,1945,"tags position: centre-right // bbc // right-wing
tags ideology: national conservatism // [ politico ] // social conservatism // [ nordea ] // christian democracy // economic liberalism // monarchism // euroscepticism
tags used: 9"
LIE,1795,FL,Freie Liste,Free List,-0.61,1985,2018,13,2005,"tags position: centre-left // politico // left-wing // deutsche welle
tags ideology: green politics // monarchism // social democracy
tags used: 7"
LIE,918,VU,Vaterländische Union,Patriotic Union,0.52,1936,2018,53.5,1982,"tags position: centre // associated press // centre-right
tags ideology: liberal conservatism // [ agence france-presse ] // [ the local ] // social conservatism // [ nordea ] // christian democracy // [ politico ] // economic liberalism // [ constitutional monarchy ]
tags used: 7"
LTU,7420,CPL/CPSU,Communist Party of Lithuania/Communist Party of the Soviet Union,Communist Party of Lithuania/Communist Party of the Soviet Union,-2.24,1990,1990,5.2,1990,"tags position: far-left
tags ideology: communism // marxism-leninism
tags used: 3"
LTU,102,DP,Darbo Partija,Labour Party,-0.13,2003,2018,28.4,2004,"tags position: centre // centre-left
tags ideology: populism
tags used: 3"
LTU,1250,F/SLF,Fronto partija / Socialistinis liaudies frontas,Front Party / Socialist People's Front,-1.54,2008,2018,3.2,2008,"tags position: left-wing
tags ideology: communism // marxism-leninism // democratic socialism // left-wing nationalism // socialism
tags used: 6"
LTU,1026,JL,Jaunoji Lietuva,Young Lithuania,1.86,1994,2000,4,1996,"tags position: right-wing // far-right
tags ideology: [ lithuania ] // nationalism // national conservatism // social conservatism // right-wing populism
tags used: 6"
LTU,8254,KP,Krikščionių partija,Christian Party,0.77,2010,2013,1.3,2012,"tags position: centre-right
tags ideology: christian democracy // conservatism // social conservatism
tags used: 4"
LTU,8982,LP,Laisvės partija,Freedom Party,-0.13,2019,2018,9.4,2020,"tags position: centre
tags ideology: social liberalism // [ feminism ] // pro-europeanism
tags used: 3"
LTU,1193,LiCS,Liberalų ir centro sąjunga,Liberal and Centre Union,0.54,2003,2014,9.2,2004,"tags position: centre-right
tags ideology: conservative liberalism // agrarianism
tags used: 3"
LTU,377,LTS,Lietuvių tautininkų sąjunga,Lithuanian National Union,1.71,1924,1940,2,1992,"tags position: right-wing // far-right
tags ideology: [ authoritarianism ] // [ lithuanian national revival ] // [ corporate statism ] // national conservatism // [ anti-fascism ] // anti-communism
tags used: 4"
LTU,5455,LCP,Lietuvos Centro Partija,Lithuanian Centre Party,0.31,2003,2018,6.3,2016,"tags position: centre
tags ideology: agrarianism // euroscepticism // [ anti-globalization movement ] // [ lithuania ] // nationalism
tags used: 4"
LTU,1587,LKP,Lietuvos komunistų partija,Communist Party of Lithuania,-2.16,1918,1991,8.6,2000,"tags position:
tags ideology: communism // marxism-leninism // [ soviet patriotism ]
tags used: 2"
LTU,5456,LLSL,Lietuvos Laisvės Sąjunga (Liberalai),Lithuanian Freedom Union (Liberals),0.56,2014,2018,2.2,2016,"tags position: centre-right
tags ideology: conservative liberalism // euroscepticism
tags used: 3"
LTU,556,LLRA,Lietuvos lenkų rinkimų akcija,Election Action of Lithuania's Poles,0.89,1992,2018,5.8,2012,"tags position: centre-right // right-wing
tags ideology: [ ethnic party ] // christian democracy // conservatism // [ european social survey ] // euroscepticism // [ russophilia ]
tags used: 5"
LTU,8256,LLP,Lietuvos liaudies partija,Lithuanian People's Party,-1.23,2014,2014,1.1,2016,"tags position: left-wing
tags ideology: [ russophilia ] // left-wing nationalism // euroscepticism
tags used: 3"
LTU,5779,LPS,Lietuvos Persitvarkymo Sąjūdis,Reform Movement of Lithuania (Sajudis),0.58,1988,1993,23,1992,"tags position: big tent
tags ideology: [ lithuanian national revival ] // anti-communism // [ anti-sovietism ]
tags used: 2"
LTU,1744,LRLS,Lietuvos Respublikos Liberalų sąjūdis,Liberals' Movement of the Republic of Lithuania,0.44,2008,2018,8.6,2012,"tags position: centre-right
tags ideology: conservative liberalism // pro-europeanism
tags used: 3"
LTU,7352,LSDDP,Lietuvos socialdemokratų darbo partija,Social Democratic Labour Party of Lithuania,-0.48,2018,2018,2.4,2019,"tags position: centre-left
tags ideology: social democracy // pro-europeanism // regionalism
tags used: 4"
LTU,64,LSDP,Lietuvos socialdemokratų partija,Lithuanian Social Democratic Party,-0.61,1896,2018,20.6,2004,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
LTU,1490,LVŽS / LVLS,Lietuvos valstiečių ir žaliųjų sąjunga / Lietuvos valstiečių liaudininkų sąjunga,Lithuanian Farmers and Greens Union / Lithuanian Peasant Popular Union,0.12,2001,2018,22.5,2016,"tags position: centre
tags ideology: [ green conservatism ] // [ palgrave macmillan ] // agrarianism // [ technocracy ] // pro-europeanism
tags used: 3"
LTU,6811,LVLS,Lietuvos valstiečių liaudininkų sajunga,Lithuanian Popular Peasants' Union,-0.36,1922,1936,17.9,1923,"tags position: centre-left
tags ideology: agrarianism
tags used: 2"
LTU,1407,LZP,Lietuvos žalioji partija,Lithuanian Green Party,0.06,2011,2018,2,2016,"tags position: centre
tags ideology: [ green liberalism ] // pro-europeanism
tags used: 2"
LTU,1800,NS,Naujoji sąjunga (socialliberalai),New Union (Social Liberals),-0.23,1998,2011,19.6,2000,"tags position: centre-left
tags ideology: social liberalism
tags used: 2"
LTU,51,TPP,Tautos pažangos partija,Party of National Progress,1.35,1916,2016,1.2,2004,"tags position: right-wing
tags ideology: agrarianism // [ lithuanian national revival ] // national conservatism
tags used: 3"
LTU,347,TPP,Tautos prisikėlimo partija,National Resurrection Party,0.48,2007,2011,15.1,2008,"tags position: centre-right
tags ideology: populism // conservative liberalism
tags used: 3"
LTU,193,TS — LKD,Tėvynės sąjunga — Lietuvos krikščionys demokratai,Homeland Union — Lithuanian Christian Democrats,0.53,1993,2018,31.3,1996,"tags position: centre-right
tags ideology: liberal conservatism // economic liberalism // pro-europeanism
tags used: 4"
LTU,237,TT — LDP,Tvarka ir teisingumas — Liberalų Demokratų Partija,Order and Justice — Liberal Democratic Party,1.79,2002,2020,12.7,2008,"tags position: right-wing
tags ideology: [ lithuania ] // nationalism // national conservatism // social conservatism // right-wing populism // euroscepticism
tags used: 6"
LTU,1291,Zp,Žemaičių partija,Samogitian Party,0.48,2008,2018,1.3,2009,"tags position: centre-right
tags ideology: regionalism
tags used: 2"
LUX,1114,ADR,Alternativ Demokratesch Reformpartei,Alternative Democratic Reform Party,1.61,1987,2018,10.4,1999,"tags position: right-wing // far-right
tags ideology: social conservatism // national conservatism // economic liberalism // euroscepticism // [ pensioners' party ]
tags used: 6"
LUX,1213,Bl,Biergerlëscht,Citizens' List,0.31,2009,2018,1.4,2009,"tags position:
tags ideology: [ anti-establishment ] // big tent // euroscepticism
tags used: 2"
LUX,539,CSV,Chrëschtlech Sozial Vollekspartei,Christian Social People's Party,0.46,1944,2018,42.4,1954,"tags position: centre // centre-right
tags ideology: christian democracy // conservatism // pro-europeanism
tags used: 5"
LUX,1138,Greng/GAP,Déi Gréng [Alternativ],The Greens,-0.46,1983,2018,11.7,2009,"tags position: centre-left
tags ideology: green politics // pro-europeanism
tags used: 3"
LUX,271,DL,Déi Lénk,The Left,-1.33,1999,2018,4.9,2013,"tags position: left-wing // europe elects // far-left
tags ideology: democratic socialism
tags used: 4"
LUX,300,DP,Demokratesch Partei,Democratic Party,-0.04,1945,2018,22.2,1974,"tags position: centre // centre-right
tags ideology: social liberalism // pro-europeanism
tags used: 4"
LUX,475,GLEI,Greng Lëscht Ekologesch Initiativ,Green Left Ecological Initiative,-0.46,1985,1995,4.2,1989,"tags position: centre-left
tags ideology: green politics // pro-europeanism
tags used: 3"
LUX,1647,KPL,Kommunistesch Partei vu Lëtzebuerg,Communist Party of Luxembourg,-2.13,1945,2018,16.9,1948,"tags position: far-left
tags ideology: communism // marxism-leninism // euroscepticism
tags used: 4"
LUX,186,LSAP,Lëtzebuerger Sozialistesch Aarbechterpartei,Luxembourg Socialist Workers' Party,-0.7,1902,2018,41.5,1948,"tags position: centre-left
tags ideology: social democracy // democratic socialism // progressivism // pro-europeanism
tags used: 5"
LUX,4445,PD,Rietspartei,Party of the Right,0.74,1914,1944,56.3,1919,"tags position:
tags ideology: christian democracy // conservatism
tags used: 2"
LUX,7353,VL,Volt Luxembourg,Volt Luxembourg,-0.22,2017,2018,2.1,2019,"tags position: centre // centre-left
tags ideology: [ federalisation of the european union ] // social liberalism // progressivism // pro-europeanism
tags used: 5"
MKD,8756,AS,Aleanca për Shqiptarët,Alliance of Albanians,0.68,2015,2018,3,2016,"tags position: centre-right
tags ideology: [ albanians in north macedonia ] // [ minority rights ] // conservatism // social conservatism // [ decentralization ] // pro-europeanism
tags used: 4"
MKD,354,DA,Demokratska Alternativa,Democratic Alternative,0.46,1998,2018,10.7,1998,"tags position: centre
tags ideology: conservatism
tags used: 2"
MKD,4544,DOM,Demokratska Obnova na Makedonija,Democratic Renewal of Macedonia,-0.22,2006,2018,1.9,2006,"tags position: centre // centre-left
tags ideology: [ green liberalism ]
tags used: 2"
MKD,431,DPA,Demokratska Partija na Albancite,Democratic Party of Albanians,0.92,1990,2018,8.3,2008,"tags position: centre-right // right-wing
tags ideology: [ albanians in north macedonia ] // [ ethnic party ] // conservatism
tags used: 3"
MKD,1220,DUI,Demokratska unija za integracija,Democratic Union for Integrations,-0.47,2001,2018,12.8,2008,"tags position: centre-left
tags ideology: [ albanians in north macedonia ] // [ ethnic party ] // pro-europeanism // [ europe elects ] // green politics
tags used: 3"
MKD,5585,BESA,Dviženje Besa,Besa Movement,0.68,2014,2018,4.9,2016,"tags position: centre-right
tags ideology: social conservatism // [ albanians in north macedonia ] // [ ethnic party ]
tags used: 2"
MKD,5760,GROM,Građanska opcija za Makedonija,Citizen Option for Macedonia,0.08,2013,2018,2.8,2014,"tags position: centre
tags ideology: liberalism
tags used: 2"
MKD,2449,LP,Liberalna partija na Makedonija,Liberal Party of Macedonia,0.37,1993,2018,25,1994,"tags position: centre // centre-right
tags ideology: conservative liberalism
tags used: 3"
MKD,171,LDP,Liberalno Demokratska Partija,Liberal Democratic Party,-0.19,1997,2018,8.3,2002,"tags position: centre // centre-left
tags ideology: social liberalism
tags used: 3"
MKD,3179,NDP,Nacionalna demokratska prerodba,National Democratic Revival,0.73,2011,2018,2.7,2011,"tags position: centre-right
tags ideology: [ albanians in north macedonia ] // [ ethnic party ] // conservatism
tags used: 2"
MKD,2447,NSDP,Nova socijaldemokratska partija,New Social Democratic Party,-0.28,2005,2018,6.1,2006,"tags position: centre-left
tags ideology: social democracy // third way // liberalism // pro-europeanism
tags used: 5"
MKD,4545,PEI,Partija za Evropska Idnina,Party for European Future,0.28,2006,2018,2.3,2011,"tags position: centre
tags ideology: agrarianism // economic liberalism // pro-europeanism
tags used: 4"
MKD,1508,SDSM,Socijaldemokratski sojuz na Makedonija,Social Democratic Union of Macedonia,-0.61,1991,2018,29.8,2002,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
MKD,724,SPM,Socijalistička Partija na Makedonija,Socialist Party of Macedonia,-0.95,1990,2018,2.5,2006,"tags position: left-wing
tags ideology: democratic socialism // social democracy
tags used: 3"
MKD,5764,SKM,Sojuz na komunistite na Makedonija,League of Communists of Macedonia,-1.9,1943,1991,27.7,1990,"tags position: left-wing // far-left
tags ideology: communism // marxism-leninism // [ titoism ]
tags used: 4"
MKD,5765,SRS,Sojuz na reformski sili,Union of Reform Forces,0.36,1990,1993,16.1,1990,"tags position: centre // centre-right
tags ideology: conservative liberalism
tags used: 3"
MKD,1674,VMRO — DPMNE,VMRO — Demokratska partija za makedonsko nacionalno edinstvo,IMRO — Democratic Party for Macedonian National Unity,1.05,1893,2018,44.5,2014,"tags position: centre-right // right-wing
tags ideology: conservatism // christian democracy // [ balkan insight ] // economic liberalism // [ m. e. sharpe ] // right-wing populism // anti-communism // [ brill publishers ]
tags used: 7"
MKD,4258,VMRO — NP,VMRO — Narodna Partija,IMRO — People’s Party,0.85,2004,2018,6.1,2006,"tags position: centre-right // right-wing // europe elects
tags ideology: national conservatism // christian democracy // economic liberalism // pro-europeanism // [ atlanticism ]
tags used: 7"
MDG,5311,AREMA,Andry sy Rihana Enti-Manavotra an'i Madagasikara,Association for the Rebirth of Madagascar,-1.32,1976,2018,85.4,1983,"tags position: centre-left // far-left
tags ideology: social democracy // environmentalism // [ humanism ] // communism // marxism-leninism // left-wing nationalism
tags used: 7"
MDG,5838,MFM/MPP,Mpitolona ho amin'ny Fanjakana ny Madinika / Mpitolona ho an'ny Fandrosoan'i Madagasikara,Party for Proletarian Power / Movement for the Progress of Madagascar,-0.3,1972,2018,11,1993,"tags position: centre // far-left
tags ideology: liberalism // socialism
tags used: 4"
MDG,5372,PSD,Parti Social Démocrate de Madagascar et des Comores,Social Democratic Party of Madagascar and the Comoros,-0.85,1956,1972,97.2,1965,"tags position:
tags ideology: social democracy // democratic socialism
tags used: 2"
