country,name_short,name_english,year_first,year_last,share,share_year,party_id,partyfacts_id
COD,ABAKO,Alliance des Bakongo,1960,1965,9.5,1960,5772,5772
ROU,PCR,Romanian Communist Party,1946,1985,100,1952,5773,5773
BFA,UDV-RDA,Voltaic Democratic Union / African Democratic Rally,1959,2012,100,1965,5774,5774
BEN,PDD,Dahomeyan Democratic Party,1964,1964,100,1964,5776,5776
CZE,CND,Czechoslovak National Democracy,1920,1929,6.3,1920,5777,5777
ESP,FET,Traditionalist Spanish Phalanx of the Committees of the National Syndicalist Offensive,1933,1975,0,1933,5778,5778
GIN,PUP,Unity and Progress Party,1995,2002,62.3,1995,5780,5780
TUN,PSD,Socialist Destourian Party,1959,1986,100,1964,5781,5781
CRI,Civ,Civil Party,1902,1913,28.8,1910,5783,5783
DOM,PNP,National Progressive Party,1924,1924,69.8,1924,5784,5784
LVA,SDML,Union of Social Democrats – Mensheviks and Rural Workers,1922,1922,6.3,1922,5787,5787
TZA,TANU,Tanganyika African National Union,1959,1975,100,1965,5788,5788
SLB,DP,Democratic Party,2006,2019,26,2010,5789,5789
BGD,BaKSAL,Bangladesh Worker-Peasant's People's League,1975,1975,,1975,5790,5790
CMR,UNC,Cameroonian National Union,1970,1983,100,1970,5791,5791
ETH,WPE,Workers Party of Ethiopia,1987,1987,100,1987,5793,5793
FJI,SDLP,Social Democratic Liberal Party,2014,2018,39.9,2018,5794,5794
FJI,FF,Fiji First Party,2014,2018,59.2,2014,5795,5795
MMR,BSPP,Burma Socialist Programme Party,1974,1985,100,1974,5796,5796
SUR,NFDD,New Front for Democracy and Development,1991,2010,54.3,1991,5799,5799
SUR,VHP,Progressive Reform Party / United Hindustani Party,1949,2015,31.4,1987,5800,5800
IRN,IRP,Islamic Republican Party,1979,1984,75.3,1979,5802,5802
IRN,RP,Rastakhiz Party,1975,1975,100,1975,5803,5803
NER,RDP-J/UNIRD,Rally for Democracy and Progress / National Union of Independents for Democratic Renewal,1996,2011,56.7,1996,5804,5804
BHR,AW,Al-Wefaq National Islamic Societ,2006,2010,45,2010,5806,5806
BFA,UNDD,National Union for Democracy and Development,1978,1978,21,1978,5807,5807
CAF,RDC,Central African Democratic Rally,1986,2016,100,1987,5808,5808
BHR,indep,independent,2002,2014,92.5,2014,5812,5812
MMR,USDP,Union Solidarity and Development Party,1993,2015,56.8,2010,5818,5818
MRT,UPR,Union for the Republic,2013,2013,55.1,2013,5819,5819
TCD,UNIR,National Union for Independence and Revolution,1990,1990,100,1990,5820,5820
TCD,UNDR,National Union for Democracy and Renewal,1997,2011,12,1997,5821,5821
UKR,UDAR-VK,Ukrainian Democratic Alliance for Reform,2012,2012,14,2012,5825,5825
BEN,UBF,Union for Future Benin,2003,2003,37.3,2003,5826,5826
ETH,ANDM,Amhara National Democratic Movement,2000,2000,26.1,2000,5827,5827
HTI,Lespwa,Front for Hope,2006,2006,23.2,2006,5828,5828
HTI,UNCRH,Christian National Union for the Reconstruction of Haiti,2006,2006,12.1,2006,5829,5829
KHM,FUNC,National United Front of Kampuchea,1976,1976,100,1976,5830,5830
UZB,FMDP,Self-Sacrifice National Democratic Party,1999,2004,24.5,1999,5831,5831
TUN,Nahdah,Ennahdha Party / Renaissance Party,2011,2014,37,2011,5832,5832
LAO,NPP,National Progressive Party,1951,1972,56.4,1955,5833,5833
KEN,NARC,National Rainbow Coalition,2002,2002,61,2002,5834,5834
FJI,GVP,General Voters Party,1992,1994,1.4,1992,5835,5835
ETH,OPDO,Oromo Peoples' Democratic Organization,2000,2000,33.5,2000,5836,5836
LBR,TW,True Whig Party,1955,2005,100,1955,5837,5837
MDG,MFM/MPP,Party for Proletarian Power / Movement for the Progress of Madagascar,1983,1989,13.3,1989,5838,5838
KAZ,APW,Agrarian Party of Kazakhstan,1999,2004,12.6,1999,5840,5840
SLB,SAS,Solomon Agu Segu-Fenua,1984,1984,8.9,1984,5842,5842
ETH,TPLF,Tigrayan People's Liberation Front,2000,2000,7.3,2000,5843,5843
LBN,M14A,The March 14 Alliance,2005,2009,,2005,5844,5844
LBN,M8A,The March 8 Alliance,2005,2009,,2005,5845,5845
LBN,RD,Resistance and Development,2000,2000,46,2000,5846,5846
LUX,NIU,National Independent Union,1925,1928,7.3,1925,5851,5851
ISL,FlF,People's Party,2017,2017,6.9,2017,5852,5852
FRA,LaREM,The Republic Onwards!,2017,2017,28.2,2017,5857,5857
FRA,FI,Unbowed France,2017,2017,11,2017,5858,5858
PRT,PD,Democratic Party,1913,1925,65,1915,5864,5864
PRT,PRE,Republican Evolutionist Party,1913,1919,26.8,1913,5865,5865
MDG,UNDD,National Union for Democracy and Development,1993,1993,5.1,1993,5869,5869
LBR,LPP,Liberian People's Party,2011,2011,,2011,5870,5870
EGY,FEP,Free Egyptians Party,2011,2015,11.4,2015,5871,5871
MNG,MSDP,Mongolian Social Democratic Party,1990,1996,17.1,1996,5872,5872
COL,CD,Democratic Centre,2014,2018,17.1,2018,5879,5879
MYS,SUPP,Sarawak United Peoples' Party,1974,2008,4.5,1974,5880,5880
BHR,AA,Al Asalah Islamic Society,2006,2014,12.5,2006,5883,5883
VUT,TU,Tan Union,1995,1995,,1995,5887,5887
VUT,PPP,People's Progess Party,2002,2012,8,2012,5888,5888
TKM,WU,Women's Union of Turkmenistan,2013,2013,12.8,2013,5889,5889
TKM,PIE,Party of Industrialists and Entrepreneurs,2013,2018,11.2,2013,5890,5890
KEN,NDP,National Development Party Kenya,1997,1997,10,1997,5892,5892
FJI,MV,Conservative Alliance Party,2001,2001,10.2,2001,5893,5893
BHR,AM,Al Menbar National Islamic Society,2006,2014,17.5,2006,5894,5894
SLE,PDP,People's Democratic Party,1996,1996,15.2,1996,5895,5895
MRT,RNRD,National Rally for Reform and Development,2013,2013,13.8,2013,5896,5896
IRQ,NIA / UIA,National Iraqi Alliance / United Iraqi Alliance / Watani List,2005,2010,41.2,2005,5897,5897
BFA,UPV,Voltaic Progressive Union,1978,1978,14.5,1978,5899,5899
BEN,MADEP,African Movement for Development and Progress,1999,2015,10.8,2003,5900,5900
BFA,PDP,Party for Democracy and Progress,1997,1997,10.1,1997,5901,5901
HTI,Alternativ,Alternative for Progress and Democracy,2010,2010,7.3,2010,5905,5905
KAZ,PUP,People's Union of Kazakhstan Unity,1994,1995,37.3,1995,5906,5906
KAZ,Asar,All Together,2004,2004,11.4,2004,5907,5907
KGZ,SDS,Union of Democratic Forces,2000,2000,19.8,2000,5908,5908
KGZ,MS,My Country Party of Action,2000,2000,5.3,2000,5909,5909
KGZ,AN,Dignity,2010,2010,13.8,2010,5910,5910
SLB,DAP,Democratic Alliance Party,2014,2019,14,2014,5911,5911
SLB,NP,National Party,2006,2006,8,2006,5912,5912
SGP,SDA,Singapore Democratic Alliance,2001,2006,13,2006,5913,5913
GNB,UM,Union for Change,1994,1994,12.8,1994,5915,5915
IRQ,KA/DPAK,Kurdistan Alliance/Democratic Patriotic Alliance of Kurdistan,2005,2005,21.7,2005,5917,5917
IRQ,KA,Kurdistan List / Kurdistan Alliance / Brotherhood List,2010,2010,14.6,2010,5919,5919
IRQ,IAF,Iraqi Accord Front - Tawafuq,2005,2005,15.1,2005,5924,5924
COL,AV,Green Alliance,2018,2018,6.3,2018,5926,5926
IRQ,SM,Sadrist Movement,2010,2018,7.1,2014,5927,5927
SLB,UDP,United Democratic Party,2014,2019,10,2014,5929,5929
PAN,PALA,Labor and Agrarian Party,1968,1989,12.2,1984,5930,5930
SUR,KTPI,Party for National Unity and Solidarity,1949,2015,19.6,1987,5931,5931
SUR,VVV,People's Alliance for Progress,2005,2005,14.5,2005,5932,5932
TWN,NPP,New Power Party,2016,2016,6.1,2016,5935,5935
SLB,OUR,"Ownership, Unity and Responsibility Party",2010,2010,6,2010,5938,5938
ROU,ARD,Right Romania Alliance,2012,2012,16.5,2012,5940,5940
ROU,USL,Social Liberal Union,2012,2012,58.6,2012,5941,5941
SLB,KP,Kadare Party of Solomon Islands,2019,2019,16,2019,5943,5943
SLB,RDP,Reform and Democratic Party of Solomon Islands,2010,2010,6,2010,5949,5949
GMB,GDC,Gambia Democratic Congress,2017,2017,17,2017,5954,5954
GTM,FCN,National Convergence Front,2015,2019,9.4,2015,5955,5955
GTM,T,Everybody,2015,2019,10.6,2015,5966,5966
ROU,USR,Save Romania Union,2016,2016,8.9,2016,5969,5969
MMR,NDF,United Democratic Front,2010,2010,7.1,2010,5972,5972
MMR,NLD,National League for Democracy,1990,2015,59.9,1990,5973,5973
MMR,NUP,National Unity Party,1988,2010,21.2,1990,5974,5974
MMR,SNDP,Shan Nationalities Democratic Party,2010,2010,2.4,2010,5975,5975
LSO,AD,Alliance of Democrats,2017,2017,7.3,2017,5980,5980
LSO,MEC,Movement for Economic Change,2017,2017,5.1,2017,5982,5982
LBR,ALP,All Liberian Party,2017,2017,5.1,2017,5986,5986
LBR,ANC,Alternative National Congress,2017,2017,6.1,2017,5988,5988
LBR,UPP,United People's Party,2011,2011,,2011,5991,5991
LBR,PUP,People's Unification Party,2017,2017,5.9,2017,5993,5993
HUN,KNEP,Christian National Union Party,1920,1921,38.9,1920,6029,6029
ZWE,ZANU-N,Zimbabwe African National Union-Ndongo,1979,2018,14.6,1979,6032,6032
THA,CF,Constitutional Front Party,1946,1946,,1946,6033,6033
ZWE,UANC,United African National Congress,1979,1980,67.3,1979,6034,6034
SYR,HS,People's Party,1947,1961,55.3,1949,6035,6035
SYR,KW-SNP,Syrian National Party,1947,1961,21.1,1947,6036,6036
LAO,LRP,Lao People's Rally,1960,1960,28.8,1960,6037,6037
LAO,CDNI,Committee for the Defence of National Interests,1960,1960,57.6,1960,6038,6038
LBN,CB,Constitutional Bloc,1943,1953,21.8,1947,6039,6039
TUR,HDP,Peoples' Democratic Party,2015,2018,11.7,2018,6042,6042
VUT,N,Nagriamel,1975,1975,12.2,1975,6045,6045
CUB,UN,National Union,1936,1940,26.5,1938,6049,6049
COD,MNC-L,Congolese National Movement - Lumumba,1960,1960,26.6,1960,6050,6050
RWA,MRNDD,National Republican Movement for Democracy and Development,1975,1988,100,1981,6055,6055
BOL,AP,Patriotic Accord,1993,1993,20,1993,6059,6059
CHL,Alliance,Alliance,1989,2017,,1989,6061,6061
COL,NL,New Liberalism,1986,1986,6.6,1986,6062,6062
COD,UNC,Union for the Congolese Nation,2011,2011,3.4,2011,6063,6063
GNQ,UP,Popular Union of Equatorial Guinea,1999,1999,6.4,1999,6064,6064
GMB,NADD,National Alliance for Democracy and Development,2007,2007,5.3,2007,6066,6066
GUY,WPA,Working People's Alliance,2011,2011,,2011,6067,6067
HTI,PAIN,National Agricultural Industrial Party,1957,1990,7.4,1990,6068,6068
MRT,UFP,Union of the Forces of Progress,2006,2006,8.4,2006,6071,6071
TUN,Ettakatol/FTDL,Democratic Forum for Labour and Liberties,2011,2011,7,2011,6074,6074
TZA,UDP,United Democratic Party,2000,2000,4.4,2000,6075,6075
SUR,PALU,Progressive Workers' and Farmers' Union,1977,2010,1.7,1987,6076,6076
LKA,UPFA,United People's Freedom Alliance,2004,2015,60.3,2010,6077,6077
LKA,PA,People's Alliance,1994,2001,48.9,1994,6078,6078
SUR,AC,A-Combination,2005,2015,10.5,2015,6079,6079
SLB,PPP,People's Progressive Party,2001,2001,6,2001,6080,6080
SLE,NUP,National Unity Party,1996,1996,5.2,1996,6081,6081
PNG,THE,Triumph Heritage Empowerment Party,2012,2017,10.8,2012,6082,6082
MOZ,Udemo,Democratic Union,1994,1994,5.2,1994,6083,6083
MLI,PARENA,Party for National Rebirth,1997,1997,7.1,1997,6084,6084
MLI,MPR,Patriotic Movement for Renewal,2007,2007,5.4,2007,6085,6085
MDG,RPSD,Rally for Socialism and Democracy,1993,2002,5.9,1993,6086,6086
MNE,DF,Democratic Front,2012,2016,22.8,2012,6087,6087
PSE,indep,independent,1996,1996,33,1996,6102,6102
MEX,MORENA,National Regeneration Movement,2015,2018,37.3,2018,6110,6110
ARG,AR,Action for the Republic,1999,1999,8.1,1999,6112,6112
MEX,PES,Social Encounter Party,2018,2018,2.4,2018,6113,6113
GEO,APG,Alliance of Patriots of Georgia,2016,2016,5,2016,6114,6114
ARG,ALIANZA,"Aliance for Work, Justice, and Education",1997,2001,43.8,1999,6116,6116
CZE,SPD,Freedom and Direct Democracy Tomio Okamura,2017,2017,10.6,2017,6125,6125
SVN,L,The Left,2018,2018,9.3,2018,6131,6131
SVN,LMS,List of Marjan Sarec,2018,2018,12.6,2018,6132,6132
JPN,PH,Party of Hope,2017,2017,17.4,2017,6134,6134
JPN,KDP,Constitutional Democratic Party of Japan,2017,2017,19.9,2017,6135,6135
STP,MDFM,Force for Change Democratic Movement-Liberal Party,2002,2006,39.4,2002,6143,6143
ARG,UCRA,Radical Civic Union Antipersonnel,1924,1942,11.1,1942,6145,6145
TLS,ASDT,Timorese Social Democratic Association,2001,2001,7.8,2001,6148,6148
SRB,DEPOS,Democratic Movement of Serbia,1992,1993,17.9,1992,6150,6150
SEN,BGG,Bokk Gis Gis,2012,2012,7.3,2012,6151,6151
PER,PSR,Socialist Revolutionary Party,1978,1978,6.6,1978,6152,6152
POL,PRON,Patriotic Movement for National Rebirth,1985,1985,100,1985,6154,6154
ARG,CC,Civic Coalition ARI,2007,2019,7.4,2009,6159,6159
ARG,RF,Renewal Front,2013,2019,17.5,2013,6160,6160
BGD,BML,Bangladesh Muslim League,1979,1979,6,1979,6182,6182
PNG,IG,PNG [Diro] Independent Group,1982,1982,6.9,1982,6184,6184
BGD,COP,Combined Opposition Party,1988,1988,6,1988,6188,6188
BGR,OF,Fatherland Front,1949,1986,100,1949,6189,6189
BEN,FC,Key Force,2003,2019,6,2003,6190,6190
BFA,PRA,African Regroupment Party,1959,1978,43.8,1959,6192,6192
CAF,MDD,Movement for Democracy and Development,1998,2011,7.5,1998,6193,6193
CAF,CFD,Democratic Forces,1993,1993,9.2,1993,6194,6194
CZE,FC,Four-Coalition,2002,2002,14.3,2002,6202,6202
MAR,MNP,National Popular Movement,1993,2002,10.6,1993,6203,6203
COD,PPPD,People's Party for Peace and Democracy,2011,2011,5.8,2011,6207,6207
COD,FR,Forces for Renewal,2006,2006,5.2,2006,6208,6208
EGY,SLP,Socialist Labor Party,1979,1987,7.6,1979,6209,6209
EGY,EB,Egyptian Bloc,2011,2011,,2011,6210,6210
SLV,AD,Democratic Action Party,1982,1982,7.7,1982,6211,6211
FJI,PANU,Party of National Unity,1999,1999,4,1999,6213,6213
FJI,FNUF,Fijian Nationalist United Front Party,1992,1992,8.4,1992,6214,6214
GMB,Gpp,Gambian People's Party,1992,1992,5.6,1992,6215,6215
HTI,PDCH,Christian-Democratic Party of Haiti,1990,1990,8.6,1990,6216,6216
DZA,MRI,Movement of the Islamic Renaissance,1997,2012,8.7,1997,6219,6219
MAR,PPS,Progress and Socialism,2007,2007,5.4,2007,6220,6220
AZE,AKP,Communist Party of Azerbaijan (1921),1990,1990,82.4,1990,6223,6223
COM,CdIA,Camp of the Autonomous Islands,2004,2004,36.4,2004,6224,6224
MDG,FAMIMA,Association of United Malagasys,1993,1993,8.1,1993,6225,6225
MDG,FP,Fihaonana Party,1993,1993,5.9,1993,6226,6226
MDG,VPM-MMM,Political-based groups working together,2013,2019,8.2,2013,6227,6227
KAZ,KonPK,Federation of Trade Unions of the Republic of Kazakhstan,1994,1995,7.5,1995,6228,6228
KAZ,PCP,Peoples' Congress of Kazakhstan,1994,1994,5.1,1994,6229,6229
BOL,PSI,Independent Socialist Party (1944),1944,1944,11.5,1944,6230,6230
PSE,Fatah,Fatah Movement / Palestinian National Liberation Movement,1996,2006,62.5,1996,6233,6233
AUT,NWB,National Economic Bloc,1930,1930,12.8,1930,6235,6235
TUR,IYI,Good Party,2018,2018,,2018,6236,6236
ZWE,ZUM,Zimbabwe Unity Movement,1990,1990,17.6,1990,6239,6239
ITA,CdL,House of Freedom,2001,2006,,2001,6241,6241
DJI,FRUD,Front for the Restoration of Unity and Democracy,1997,2018,16.9,1997,6244,6244
BOL,PSU,United Socialist Party,1938,1944,20,1942,6246,6246
GNQ,MONALIGE,National Liberation Movement of Equatorial Guinea,1968,1968,28.6,1968,6247,6247
GNQ,MUNGE,National Unity Movement of Equatorial Guinea,1968,1968,28.6,1968,6248,6248
GNQ,IPGE,Popular Idea of Equatorial Guinea,1968,1968,22.9,1968,6249,6249
GNQ,UB,Bubi Union,1968,1968,20,1968,6250,6250
MRT,PRM,Mauritanian Regroupment Party,1959,1959,100,1959,6251,6251
MRT,PEDS,Party of the Democratic and Social Agreement,2013,2013,5,2013,6252,6252
NER,PDP-Daraja,Party for People's Dignity,1996,1996,5.3,1996,6253,6253
CUB,PR,Republican Party,1944,1950,15.7,1948,6255,6255
CUB,PNC,Cuban National Party,1908,1908,41,1908,6257,6257
ZAF,HNP,Reconstituted National Party,1981,1981,14.4,1981,6291,6291
CZE,HSLS,Hlinka's Slovak People's Party,1925,1935,6.9,1925,6293,6293
CZE,DSAP,German Social Democratic Workers' Party in the Czechoslovak Republic,1920,1929,11.1,1920,6294,6294
SLV,PPP,"National Party of the Fatherland / National """"Pro Patria"""" Party",1939,1939,100,1939,6302,6302
PNG,URP,United Resources Party,2012,2017,8.1,2017,6306,6306
PNG,PP,People's Party,2012,2017,5.4,2012,6307,6307
PRT,PR,Regenerator Party,1900,1910,75.4,1900,6308,6308
PRT,PP,Progressive Party,1900,1910,73.6,1905,6309,6309
PRT,PRL,Liberal Regenerator Party,1906,1906,43.9,1906,6311,6311
PRT,PUR,Republican Union,1913,1919,23.5,1913,6312,6312
PRT,PNR,National Republican Party,1918,1918,69.7,1918,6313,6313
PRT,CM,Monarchist Cause,1918,1922,23.9,1918,6314,6314
PRT,PLR,Republican Liberal Party,1921,1922,48.5,1921,6315,6315
PRT,PRRN,Reconstitution Party / Reconstitution Party,1921,1922,10.4,1922,6316,6316
PRT,PRN,Nationalist Republican Party,1925,1925,22.1,1925,6317,6317
HTI,ANF,Together We Are Strong,2010,2010,4.2,2010,6320,6320
IRN,Reformist,Council for Coordinating the Reforms Front,2004,2016,35.8,2012,6322,6322
KOR,PP,People's Party (1963),1963,1963,8.8,1963,6323,6323
DOM,CPC,Patriotic Coalition of Citizens,1924,1930,99.2,1930,6333,6333
VEN,IPFN,Independents for the National Front,1963,1963,13.3,1963,6336,6336
GTM,AN,National Alliance,1999,2003,11,1999,6337,6337
CMR,KNDP,Kamerun National Democratic Party,1964,1964,76.1,1964,6338,6338
MRT,AC,Action for Change,2001,2001,5.5,2001,6340,6340
KGZ,AK,Forward Kyrgyzstan,2005,2005,86.7,2005,6341,6341
MLI,PMD,Popular Movement for the Development of the Republic of West Africa,1992,1992,2.7,1992,6343,6343
MYS,APU,Muslims Unity Movement,1990,1995,,1990,6344,6344
CRI,PR,Reform Party,1923,1928,19.3,1925,6345,6345
SDN,PDP,People’s Democratic Party,1958,1958,15.6,1958,6346,6346
OMN,indep,independent,1991,2019,100,1991,6350,6350
LVA,JKP,New Conservative Party,2018,2018,13.7,2018,6355,6355
LVA,KPV LV,Who owns the state?,2018,2018,14.3,2018,6356,6356
POL,NZL,National People's Union,1919,1922,29,1919,6360,6360
POL,NCP,Christian National Peoples,1922,1922,6.3,1922,6361,6361
COG,FDU,United Democratic Forces,2002,2002,21.9,2002,6364,6364
HUN,Fidesz–KDNP,Alliance of Hungarian Solidarity,2006,2018,52.7,2010,6366,6366
GNQ,PUNT,Worker’s National United Party,1973,1973,100,1973,6367,6367
JOR,LP,Party of Liberation,1954,1956,2.5,1954,6368,6368
JOR,NSP,National Socialist Party,1956,1956,27.5,1956,6369,6369
JOR,U,Community,1954,1954,2.5,1954,6370,6370
JOR,ACP,Arab Constitutional Party,1956,1956,20,1956,6371,6371
JOR,ABP,Arab Ba'th Party,1956,1956,5,1956,6372,6372
JOR,NF,National Front,1956,1956,7.5,1956,6373,6373
PAK,JI,Pakistan Islamic Party,1970,1970,6,1970,6375,6375
PAK,PMLC,Council Muslim League,1970,1970,6,1970,6376,6376
KAZ,SPK,Socialist Party of Kazakhstan,1994,1994,4.5,1994,6378,6378
KAZ,KSK,Peasants Union of Kazakhstan,1995,1995,10.4,1995,6379,6379
KAZ,Otan,Fatherland,1999,1999,30.9,1999,6380,6380
KGZ,DPZh,Democratic Women's Party of Kyrgyzstan,2000,2000,13.4,2000,6382,6382
KGZ,PPVVA,Political Party of Afghan War Veterans,2000,2000,8.5,2000,6383,6383
ECU,GN,New People,1997,1997,6.1,1997,6388,6388
LBN,NLP,National Liberal Party,1960,1972,11.1,1968,6391,6391
HTI,LA,Haiti in Action,2006,2015,8.3,2010,6393,6393
HTI,LO,Lanvi Organisation,2010,2010,8.3,2010,6394,6394
MKD,DP,Democratic Party,1994,1994,11,1994,6395,6395
ITA,Right,Historical Right,1900,1909,21.4,1900,6406,6406
ITA,PSU,Unitary Socialist Party (1922),1924,1924,5.9,1924,6407,6407
CRI,PI,Independent Party,1958,1958,9.8,1958,6408,6408
MUS,PSM,Mauritian Socialist Party,1982,1982,27.3,1982,6410,6410
BFA,FP,Popular Front,1987,1987,,1987,6415,6415
EGY,NU,National Union,1957,1957,100,1957,6417,6417
THA,BJT,Bhumjaithai Party,2011,2019,10.5,2019,6423,6423
IND,KMPP,Farmer & Working People's Party,1951,1951,5.8,1951,6424,6424
ZAF,RP,Roos Party,1933,1933,8.6,1933,6425,6425
ARG,SI,Independent Socialist,1930,1931,7.7,1930,6426,6426
MYS,SF,Malayan Peoples' Socialist Front,1959,1964,16.1,1964,6430,6430
MYS,S46,Spirit of 46 Malay Party,1990,1995,14.8,1990,6431,6431
ARG,CA,National Concentration,1922,1942,12.9,1942,6434,6434
ARG,SA,Argentine Socialist,1960,1960,5.3,1960,6435,6435
CRI,BV,Victory Bloc,1944,1944,75.1,1944,6436,6436
CUB,PAP / PAU,Progressive Action Party / United Action Party,1950,1958,46.2,1954,6437,6437
ZWE,UNFP,United National Federal Party,1979,1979,10.8,1979,6440,6440
SLE,UPP,United Progressive Party,1957,1957,12.6,1957,6444,6444
STP,UK,Uê Kédadji,2002,2002,16.2,2002,6445,6445
GIN,DSG,Socialist Democracy of Guinea,1957,1957,10.3,1957,6446,6446
NAM,ACTUR,Action Front for the Retention of Turnhalle Principles,1978,1978,11.9,1978,6447,6447
MLI,PSP / PRS,Sudanese Progressive Party / Sudanese Regroupment Party,1947,1957,70,1947,6448,6448
BFA,MNL,National Liberation Movement,1970,1970,10.9,1970,6449,6449
BEN,PNDD,National Party for Democracy and Development,1991,1991,,1991,6450,6450
COG,PPC,Congolese Progressive Party,1957,1957,10.6,1957,6452,6452
COD,PSA,African Solidarity Party // African Mutual Party,1960,1960,12.8,1960,6453,6453
ESP,L / PLF,Liberal Party / Liberal Fusionist Party,1901,1923,59.2,1901,6455,6455
MUS,Verts,The Greens,2005,2005,,2005,6457,6457
SEN,PSS,Senegalese Solidarity Party,1959,1959,12.1,1959,6461,6461
SEN,URD,Union for Democratic Renewal,1998,1998,13.2,1998,6462,6462
SOM,SDM,Somali Democratic Movement,1956,1956,13.2,1956,6463,6463
SOM,HDM,Hizbia Digil and Mirifle,1956,1956,26,1956,6465,6465
SOM,HDMS,Somali Independent Constitutional Party,1959,1959,13,1959,6466,6466
SOM,SDU,Somali Democratic Union,1964,1969,8.9,1964,6467,6467
CZE,NS,National Unification,1935,1935,5.6,1935,6468,6468
LBR,LUP,Liberian Unification Party,1985,2005,11.6,1985,6502,6502
MDA,MUE,Unity Movement for Equality in Rights,1994,1994,,1994,6503,6503
FRA,Con,Conservaties,1902,1902,14.1,1902,6505,6505
EGY,WP,Wafd Party,1923,1950,90.9,1942,6506,6506
EGY,Saadists,Saadist Institutional Party,1945,1950,47.3,1945,6507,6507
