"","ctr_n","pty","abbr","name","name_english","information","ctr","pty_n","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty","country"
"1342","Liechtenstein",1,,"Christlich-Soziale Partei","Christian Social Party",,438,"Christian Social Party",1962,1974,10.1,1962,4,438000001,"LIE"
"1343","Liechtenstein",2,,"Freie Liste","Free List",,438,"Free List",1986,2013,13,2005,9,438000002,"LIE"
"1344","Liechtenstein",3,,"Überparteiliche Liste Liechtenstein","Nonpartisan List",,438,"Nonpartisan List",1989,1989,3.2,1989,1,438000003,"LIE"
"1345","Liechtenstein",4,,"Vaterländische Union","Patriotic Union",,438,"Patriotic Union",1945,2013,53.5,1982,21,438000004,"LIE"
"1346","Liechtenstein",5,,"Fortschrittliche Bürgerpartei","Progressive Citizens’ Party",,438,"Progressive Citizens Party",1945,2013,54.7,1945,21,438000005,"LIE"
"1347","Liechtenstein",6,,"Die Unabhängigen","The Independents",,438,"The Independents",2013,2013,15.3,2013,1,438000006,"LIE"
"1348","Liechtenstein",7,,"Partei der Unselbständig Erwerbenden und Kleinbauern","Workers and Peasants Party",,438,"Workers and Peasants Party",1953,1953,6.9,1953,1,438000007,"LIE"
"1349","Lithuania",1,,"Krikščionių demokratų sąjunga ","Christian Democratic Union",,440,"krikcioniu demokratu sajunga",2000,2000,3.1,2000,1,440000001,"LTU"
"1350","Lithuania",3,,"Lietuvos centro sąjunga ","Lithuanian Centre Union",,440,"lietuvos centro sajunga",2000,2000,4.4,2000,1,440000003,"LTU"
"1351","Lithuania",5,,"Lietuvos krikščionių demokratų partija ","Lithuanian Christian Democratic Party",,440,"lietuvos krikcioniu demokratu partija",2000,2000,3.8,2000,1,440000005,"LTU"
"1352","Lithuania",8,,"Lietuvos lenkų rinkimų akcija ","Lithuanian Poles’ Electoral Action",,440,"lietuvos lenku rinkimu akcija",2000,2012,5.9,2012,4,440000008,"LTU"
"1353","Lithuania",10,,"Lietuvos liberalų sąjunga ","Lithuanian Liberal Union",,440,"lietuvos liberalu sajunga",2000,2000,16,2000,1,440000010,"LTU"
"1354","Lithuania",16,,"Lietuvos valstiečių partija ","Lithuanian Peasants’ Party",,440,"lietuvos valstieciu partija",2000,2000,5.2,2000,1,440000016,"LTU"
"1355","Lithuania",18,,"Naujoji sąjunga (socialliberalai) ","The New Union (Social Liberals)",,440,"naujoji sajunga",2000,2008,17.1,2000,2,440000018,"LTU"
"1356","Lithuania",19,,"Nuosaikiųjų konservatorių sąjunga ","Moderate Conservative Union",,440,"nuosaikiuju konservatoriu sajunga",2000,2000,2.4,2000,1,440000019,"LTU"
"1357","Lithuania",22,,"Tėvynės sąjunga (Lietuvos konservatoriai) ","Homeland Union (Lithuanian Conservatives)",,440,"tevynes sajunga",2000,2004,14.2,2004,2,440000022,"LTU"
"1358","Lithuania",23,,"Darbo partija","Labour Party",,440,"darbo partija",2004,2012,24.3,2004,2,440000023,"LTU"
"1359","Lithuania",25,,"Liberalų ir centro sąjunga","Liberal and Centre Union",,440,"liberalu ir centro sajunga",2004,2012,10.5,2004,3,440000025,"LTU"
"1360","Lithuania",32,,"Fronto partija","Front Party",,440,"fronto partija",2008,2008,3.2,2008,1,440000032,"LTU"
"1361","Lithuania",35,,"Lietuvos Respublikos liberalų sąjūdis","Liberals Movement of the Republic of Lithuania",,440,"liberalu sajudis lietuvos respublikos",2008,2012,8,2012,2,440000035,"LTU"
"1362","Lithuania",36,,"Lietuvos socialdemokratų partija","Lithuanian Social Democratic Party",,440,"lietuvos socialdemokratu partija",2008,2012,17.9,2012,2,440000036,"LTU"
"1363","Lithuania",37,,"Lietuvos valstiečių liaudininkų sąjunga","Lithuanian Peasant Popular Union",,440,"lietuvos valstieciu liaudininku sajunga",2008,2008,4.5,2008,1,440000037,"LTU"
"1364","Lithuania",39,,"Partija Tvarka ir teisingumas","Party “Order and Justice”",,440,"partija tvarka ir teisingumas",2008,2012,12.3,2008,2,440000039,"LTU"
"1365","Lithuania",41,,"Tautos prisikėlimo partija","Rising Nation Party",,440,"tautos prisikelimo partija",2008,2008,12.2,2008,1,440000041,"LTU"
"1366","Lithuania",42,,"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Homeland Union – Lithuanian Christian Democrats",,440,"tevynes sajunga - lietuvos krikcionys demokratai",2008,2012,19.5,2008,2,440000042,"LTU"
"1367","Lithuania",44,,"Drąsos kelias","The Way of Courage",,440,"drasos kelias",2012,2012,8,2012,1,440000044,"LTU"
"1368","Lithuania",49,,"Lietuvos valstiečių ir žaliųjų sąjunga","Lithuanian Peasant and Greens Union",,440,"lietuvos valstieciu ir aliuju sajunga",2012,2012,4.4,2012,1,440000049,"LTU"
"1369","Lithuania",56,,"Tėvynės atgimimas ir perspektyva (TAIP)","Homeland Revival and Perspective (YES)",,440,"tevynes atgimimas ir perspektyva",2012,2012,2.2,2012,1,440000056,"LTU"
"1370","Luxembourg",1,,"Comité d'action 5/6 Pensions pour tous","Action Committee 5/6 Pensions for   All",,442,"comité d'action 5/6 pensions pour tous",1989,1989,7.3,1989,1,442000001,"LUX"
"1371","Luxembourg",2,,"Comitè d'action pour la démocratie et le droit aux pensions","Action Committee for   Democracy and the Right to Pensions",,442,"comitè d'action pour la démocratie et le droit aux pensions",1994,2004,10.9,1999,3,442000002,"LUX"
"1372","Luxembourg",4,,"Di Grëng Alternativ","Alternative Greens’ Party",,442,"di grëng alternativ",1984,1989,5.2,1984,2,442000004,"LUX"
"1373","Luxembourg",5,,"Enrôlés de force","Forcibly Enrolled",,442,"enrôlés de force",1979,1979,4.5,1979,1,442000005,"LUX"
"1374","Luxembourg",6,,"Gauche libérale","Liberal Left",,442,"gauche libérale",1925,1925,5.9,1925,1,442000006,"LUX"
"1375","Luxembourg",7,,"Grëng Lëscht Ekologesch Initiativ","Green Left Ecological Initiative",,442,"grëng lëscht ekologesch initiativ",1989,1989,4.2,1989,1,442000007,"LUX"
"1376","Luxembourg",8,,"Groupement démocratique","Democratic Group",,442,"groupement démocratique",1954,1954,10.8,1954,1,442000008,"LUX"
"1377","Luxembourg",9,,"Groupement patriotique et démocratique","Patriotic and Democratic Group",,442,"groupement patriotique et démocratique",1945,1951,20.5,1951,3,442000009,"LUX"
"1378","Luxembourg",10,,"Indépendants de la droite","Independents of the Right",,442,"indépendants de la droite",1925,1925,2.1,1925,1,442000010,"LUX"
"1379","Luxembourg",11,,"Indépendants de la gauche","Independents of the Left (or of the East)",,442,"indépendants de la gauche",1919,1945,4.6,1934,4,442000011,"LUX"
"1380","Luxembourg",12,,"Liste démocratique","Democratic List",,442,"liste démocratique",1937,1937,11,1937,1,442000012,"LUX"
"1381","Luxembourg",13,,"Liste libre des paysans, classes moyennes et ouvriers","Free List of Peasants, Middle Classes, and Worker",,442,"liste libre des paysans, classes moyennes et ouvriers",1931,1937,6,1931,2,442000013,"LUX"
"1382","Luxembourg",14,,"Mouvement indépendant populaire","Popular Independent Movement",,442,"mouvement indépendant populaire",1964,1964,6,1964,1,442000014,"LUX"
"1383","Luxembourg",15,,"Parti chrétien social","Christian Social Party",,442,"CSV - Chrëschtlech Sozial Vollekspartei",1945,2013,42.4,1954,16,442000015,"LUX"
"1384","Luxembourg",16,,"Parti communiste luxembourgeois","Communist Party of Luxemburg",,442,"KPL - Kommunistesch Partei vu Lëtzebuerg",1934,2013,16.9,1948,14,442000016,"LUX"
"1385","Luxembourg",17,,"Parti de la droite","Party of the Right",,442,"parti de la droite",1919,1937,49.7,1919,6,442000017,"LUX"
"1386","Luxembourg",18,,"Parti démocratique","Democratic Party",,442,"parti démocratique",1959,2013,22.2,1974,12,442000018,"LUX"
"1387","Luxembourg",19,,"Parti des paysans et des classes moyennes","Party of Peasants and   Middle Classes",,442,"parti des paysans et des classes moyennes",1937,1937,2.1,1937,1,442000019,"LUX"
"1388","Luxembourg",20,,"Parti libéral","Liberal Party",,442,"parti libéral",1937,1937,3,1937,1,442000020,"LUX"
"1389","Luxembourg",21,,"Parti national indépendant","National Independent Party",,442,"Parti national indÃ©pendant",1919,1931,13.6,1925,4,442000021,"LUX"
"1390","Luxembourg",22,,"Parti ouvrier socialiste luxembourgeois","Socialist Workers’ Party of Luxemburg",,442,"parti ouvrier socialiste luxembourgeois",1919,2013,41.5,1948,22,442000022,"LUX"
"1391","Luxembourg",24,,"Parti populaire indépendant","People’s Party (Independent)",,442,"parti populaire indépendant",1919,1919,4.9,1919,1,442000024,"LUX"
"1392","Luxembourg",25,,"Parti radical","Radical Party (part of Union des gauches (electoral alliance of Parti radical-socialiste and Parti radical))",,442,"parti radical",1925,1937,12.9,1934,5,442000025,"LUX"
"1393","Luxembourg",26,,"Parti radical socialiste","Radical–Socialist Party (part of Union des gauches (electoral alliance of Parti radical-socialiste and Parti radical))",,442,"parti radical socialiste",1925,1931,10.1,1931,2,442000026,"LUX"
"1394","Luxembourg",27,,"Parti radical-libéral","Radical–Liberal Party",,442,"parti radical-libéral",1919,1919,16,1919,1,442000027,"LUX"
"1395","Luxembourg",28,,"Parti social-démocrate","Social Democratic Party",,442,"parti social-démocrate",1974,1979,9.2,1974,2,442000028,"LUX"
"1396","Luxembourg",29,,"Progressistes démocrates du Nord","Democratic Progressives of the North",,442,"Progressistes dÃ©mocrates du Nord",1931,1931,4.6,1931,1,442000029,"LUX"
"1397","Luxembourg",30,,"Socialistes indépendants - Liste Jean Gremling","Independent Socialists",,442,"socialistes indépendants - liste jean gremling",1979,1979,2.2,1979,1,442000030,"LUX"
"1398","Luxembourg",31,,"Alternativ Demokratesch Reformpartei","Alternative Democratic Reform Party",,442,"Alternativ Demokratesch Reformpartei",2009,2013,8.4,2009,2,442000031,"LUX"
"1399","Luxembourg",34,,"Déi Gréng","The Greens",,442,"déi gréng",1999,2013,11.7,2004,4,442000034,"LUX"
"1400","Luxembourg",35,,"Déi Lénk","The Left",,442,"déi Lénk",1999,2013,5.5,2013,4,442000035,"LUX"
"1401","Luxembourg",40,,"Piratepartei","Pirate Party Luxembourg",,442,"Piratepartei",2013,2013,3.2,2013,1,442000040,"LUX"
"1402","Macedonia",11,,"Democratic Party of the Albanians",,,807,"Democratic Party of the Albanians",2002,2014,8.3,2008,5,807000011,"MKD"
"1403","Macedonia",15,,"Democratic Union for Integration",,,807,"Democratic Union for Integration",2002,2014,14.2,2014,4,807000015,"MKD"
"1404","Macedonia",31,,"National Democratic Party",,,807,"National Democratic Party",2002,2006,2.2,2002,2,807000031,"MKD"
"1405","Macedonia",32,,"National Democratic Revival",,,807,"National Democratic Revival",2011,2014,2.7,2011,2,807000032,"MKD"
"1406","Macedonia",37,,"New Social Democratic Party",,,807,"New Social Democratic Party",2006,2006,6.1,2006,1,807000037,"MKD"
"1407","Macedonia",38,,"Party for Democratic Prosperity",,,807,"Party for Democratic Prosperity",2002,2014,2.2,2002,4,807000038,"MKD"
"1408","Macedonia",55,,"Social Democratic Union of Macedonia",,,807,"Social Democratic Union of Macedonia",2006,2011,32.8,2011,2,807000055,"MKD"
"1409","Macedonia",56,,"Socialist Party of Macedonia",,,807,"Socialist Party of Macedonia",2002,2002,2.2,2002,1,807000056,"MKD"
"1410","Macedonia",62,,"VMRO-Democratic Party for Macedonian National Unity",,,807,"VMRO-Democratic Party for Macedonian National Unity",2006,2011,48.8,2008,3,807000062,"MKD"
"1411","Macedonia",64,,"VMRO-People’s Party",,,807,"VMRO-Peoples Party",2006,2014,6.1,2006,3,807000064,"MKD"
"1412","Malawi",1,"AFORD","Alliance for Democracy",,,454,"alliance for democracy",1999,2014,10.5,1999,4,454000001,"MWI"
"1413","Malawi",3,"MCP","Malawi Congress Party",,,454,"Malawi Democratic Party",1999,2014,33.6,1999,4,454000003,"MWI"
"1414","Malawi",9,,"National Democratic Alliance",,,454,"national democratic alliance",2004,2004,8.3,2004,1,454000009,"MWI"
"1415","Malawi",15,,"People's Progressive Movement",,,454,"people's progressive movement",2004,2009,3.2,2004,2,454000015,"MWI"
"1416","Malawi",17,,"Republican Party",,,454,"republican party",2004,2009,7.5,2004,2,454000017,"MWI"
"1417","Malawi",21,"UDF","United Democratic Front",,,454,"united democratic front",1999,2014,46.7,1999,4,454000021,"MWI"
"1418","Malawi",24,"DPP","Democratic Progressive Party",,,454,"Democratic Progressive Party",2009,2014,40,2009,2,454000024,"MWI"
"1419","Malawi",31,"PP","People’s Party",,,454,"Peoples Party",2014,2014,18.1,2014,1,454000031,"MWI"
"1420","Malaysia",2,,"Barisan Nasional","National Front",,458,"Barisan Nasional",2013,2013,47.4,2013,1,458000002,"MYS"
"1421","Malaysia",5,,"Parti Islam Se Malaysia","Pan-Islamic Malaysian Party",,458,"Alternative Front (People's Alliance-Pan-Islamic Malaysian Party",1999,2013,15.3,2004,4,458000005,"MYS"
"1422","Malaysia",6,,"Parti Keadilan Rakyat","People's Justice Party",,458,"Alternative Front (People's Alliance-People's Justice Party)",1999,2013,20.4,2013,4,458000006,"MYS"
"1423","Malaysia",11,,"Parti Tindakan Demokratik","Democratic Action Party",,458,"Alternative Front (People's Alliance-Democratic Action Party)",1999,2013,15.7,2013,4,458000011,"MYS"
"1424","Maldives",1,,"Adhaalathu Party","Justice Party",,462,"Adhaalathu Party",2009,2014,2.6,2014,2,462000001,"MDV"
"1425","Maldives",2,,"Dhivehi Qaumee Party","Maldivian National Party",,462,"Dhivehi Qaumee Party",2009,2009,3.5,2009,1,462000002,"MDV"
"1426","Maldives",3,,"Dhivehi Rayyithunge Party","Maldivian People’s Party",,462,"Dhivehi Rayyithunge Party",2009,2014,24.4,2009,2,462000003,"MDV"
"1427","Maldives",6,,"Jumhooree Party","Republican Party",,462,"Jumhooree Party",2009,2014,16.2,2014,2,462000006,"MDV"
"1428","Maldives",8,,"Maldives Development Alliance",,,462,"Maldives Development Alliance",2014,2014,7,2014,1,462000008,"MDV"
"1429","Maldives",9,,"Maldivian Democratic Party",,,462,"Maldivian Democratic Party",2009,2014,34.8,2014,2,462000009,"MDV"
"1430","Maldives",11,,"People's Alliance",,,462,"People's Alliance",2009,2009,5,2009,1,462000011,"MDV"
"1431","Maldives",12,,"Progressive Party of Maldives",,,462,"Progressive Party of Maldives",2014,2014,28.3,2014,1,462000012,"MDV"
"1432","Malta",2,,"Partit Laburista (Maltese Labour Party)",,,470,"MLP",1921,2017,81,1945,24,470000002,"MLT"
"1433","Malta",3,,"Partit Nazzjonalista (Nationalist Party)",,,470,"PN",1927,2017,64.6,1932,21,470000003,"MLT"
"1434","Malta",7,,"Progressive Constitutionalist Party",,,470,"PCP",1953,1971,4.5,1962,5,470000007,"MLT"
"1435","Malta",8,,"Christian Workers’ Party",,,470,"CWP",1962,1966,8.5,1962,2,470000008,"MLT"
"1436","Malta",9,,"Partit Demokratiku Nazzjonalista (Democratic Nationalist Party)",,,470,"DNP",1962,1966,9.1,1962,2,470000009,"MLT"
"1437","Malta",11,,"Constitutionalist Party",,,470,"CON",1921,1953,60.5,1939,8,470000011,"MLT"
"1438","Malta",12,,"Maltese Workers Party",,,470,"MWP",1950,1953,22.4,1950,3,470000012,"MLT"
"1439","Malta",13,,"Jones Party)",,,470,"JONES",1947,1951,3.3,1947,3,470000013,"MLT"
"1440","Malta",14,,"Democratic Action Party",,,470,"DAP",1947,1950,12.9,1947,2,470000014,"MLT"
"1441","Malta",15,,"Gozo Party",,,470,"GOZO",1947,1947,7.1,1947,1,470000015,"MLT"
"1442","Malta",17,,"Democratic Nationalist Party",,,470,"DNP",1921,1924,14.6,1924,2,470000017,"MLT"
"1443","Malta",18,,"Unjoni Politika Maltija (Maltese Political Union)",,,470,"UPM",1921,1924,44.9,1921,2,470000018,"MLT"
"1444","Mauritius",7,"PGD","Parti Gaetan Duval","Gaetan Duval Party",,480,"gaetan duval party",1995,1995,6.3,1995,1,480000007,"MUS"
"1445","Mauritius",10,"HP","Hizbullah","Hizbullah",,480,"hizbullah",1991,2000,3.3,2000,3,480000010,"MUS"
"1446","Mauritius",29,"MMM","Mouvement Militant Mauricien","Mauritian Militant Movement",,480,"mauritian militant movement",1976,1983,46,1983,2,480000029,"MUS"
"1447","Mauritius",39,"PMSD","Parti Mauricien Social  Democrate","Mauritian Social Democrat Party",,480,"mauritian social democrat party",1967,1987,43.2,1967,5,480000039,"MUS"
"1448","Mauritius",43,"FSM","F.S.M. (Front Solidarité Mauricienne)","Mauritian Solidarity Front",,480,"mauritian solidarity front",2005,2014,2,2014,3,480000043,"MUS"
"1449","Mauritius",60,,"MSM/Travailliste","Militiant Socialist Movement - Labor Party",,480,"militiant socialist movement - labor party",1983,1983,42.1,1983,1,480000060,"MUS"
"1450","Mauritius",63,,"M.D.N. Raj Dayal (Mouvement Démocratique National Raj Dayal)","National Democratic Movement Raj Dayal",,480,"national democratic movement raj dayal",2000,2010,3,2000,3,480000063,"MUS"
"1451","Mexico",1,,"Convergencia por la Democracia","Convergence for Democracy",,484,"convergencia por la democracia",2003,2009,2.6,2009,2,484000001,"MEX"
"1452","Mexico",3,,"Partido Acción Nacional","National Action Party",,484,"Partido AcciÃ³n Nacional",1991,2012,34.3,2006,8,484000003,"MEX"
"1453","Mexico",5,,"Partido Alternativa Socialdemócrata y Campesina","Social Democratic and Peasant Alternative Party",,484,"Partido Alternativa SocialdemÃ³crata y Campesina",2006,2006,2.1,2006,1,484000005,"MEX"
"1454","Mexico",6,,"Partido Auténtico de la Revolución Mexicana","Authentic Party of the Mexican Revolution",,484,"Partido AutÃ©ntico de la RevoluciÃ³n Mexicana",1991,2000,2.1,1991,3,484000006,"MEX"
"1455","Mexico",9,,"Partido de la Revolución Demócratica","Party of the Democratic Revolution",,484,"Partido de la RevoluciÃ³n DemÃ³cratica",1991,2012,25.7,1997,7,484000009,"MEX"
"1456","Mexico",11,,"Partido del Frente Cardenista de Reconstrucción Nacional","Party of the Cardenista Front of National Reconstruction",,484,"Partido del Frente Cardenista de ReconstrucciÃ³n Nacional",1991,1994,4.3,1991,2,484000011,"MEX"
"1457","Mexico",12,,"Partido del Trabajo","Labor Party",,484,"partido del trabajo",1991,2012,3.8,2009,7,484000012,"MEX"
"1458","Mexico",18,,"Partido Nueva Alianza","New Alliance Party",,484,"partido nueva alianza",2006,2012,4.7,2006,3,484000018,"MEX"
"1459","Mexico",21,,"Partido Revolucionario Institucional","Institutional Revolutionary Party",,484,"partido revolucionario institucional",1991,2012,61.4,1991,8,484000021,"MEX"
"1460","Mexico",22,,"Partido Verde Ecologista de México","Green Ecologist Party of Mexico",,484,"Partido Verde Ecologista de MÃ©xico",1994,2012,7,2009,6,484000022,"MEX"
"1461","Mexico",24,,"Movimento Ciudadano","Citizen's Movement",,484,"Movimento Ciudadano",2012,2012,3.4,2012,1,484000024,"MEX"
"1462","Moldova",2,,"Centrist Union of Moldova",,,498,"Centrist Union of Moldova",2005,2009,2.7,2009,2,498000002,"MDA"
"1463","Moldova",3,,"Christian Democratic People’s Party",,,498,"Christian Democratic People's Party",2001,2010,9.4,2001,5,498000003,"MDA"
"1464","Moldova",4,,"Communist Party of the Republic of Moldova",,,498,"Communist Party of the Republic of MoldovaÂ ",1998,2010,49.5,2009,6,498000004,"MDA"
"1465","Moldova",6,,"Democratic Party of Moldova",,,498,"Democratic Party of Moldova",1994,2010,12.7,2010,5,498000006,"MDA"
"1466","Moldova",8,,"Equality Social-Political Movement",,,498,"Equality Social-Political Movement",2005,2010,2.8,2005,2,498000008,"MDA"
"1467","Moldova",15,,"Liberal Democratic Party of Moldova",,,498,"Liberal Democratic Party of Moldova",2009,2010,29.4,2010,3,498000015,"MDA"
"1468","Moldova",16,,"Liberal Party",,,498,"Liberal Party",2009,2010,13.1,2009,2,498000016,"MDA"
"1469","Moldova",18,,"National Liberal Party",,,498,"National Liberal Party",2001,2010,14.7,2009,3,498000018,"MDA"
"1470","Moldova",20,,"Party Alliance Our Moldova",,,498,"Party Alliance Our Moldova",2009,2010,9.8,2009,3,498000020,"MDA"
"1471","Moldova",21,,"Party of Democratic Forces",,,498,"Party of Democratic Forces",1998,2001,8.8,1998,2,498000021,"MDA"
"1472","Moldova",22,,"Party of Rebirth and Reconciliation of Moldova",,,498,"Party of Rebirth and Reconciliation of Moldova",2001,2001,6.6,2001,1,498000022,"MDA"
"1473","Moldova",24,,"Party of the Socio-Economic Justice of Moldova",,,498,"Party of the Socio-Economic Justice of Moldova",1998,2005,2,1998,2,498000024,"MDA"
"1474","Moldova",28,,"Social Democratic Party",,,498,"Social Democratic Party of Moldova",1998,2010,3.7,2009,6,498000028,"MDA"
"1475","Moldova",32,,"Association of Women in Moldova",,,498,"Association of Women in Moldova",1994,1994,2.8,1994,1,498000032,"MDA"
"1476","Moldova",34,,"Democratic Agrarian Party of Moldova",,,498,"Democratic Agrarian Party of Moldova",1994,1998,43.2,1994,2,498000034,"MDA"
"1477","Moldova",35,,"Democratic Labour Party of Moldova",,,498,"Democratic Labour Party of Moldova",1994,1994,2.8,1994,1,498000035,"MDA"
